filename,artist,ks_mean_d,ks_n_sig
Romanticism/francisco-goya_farewell-1799.jpg,francisco goya,0.3257577876668785,19
Romanticism/john-singleton-copley_the-major-peirson-s-death-1784.jpg,john singleton copley,0.2549510489510489,9
Romanticism/alfred-stevens_widow.jpg,alfred stevens,0.27614367450731087,13
Romanticism/pavel-svinyin_an-indian-with-a-scalp.jpg,pavel svinyin,0.30107310870947235,14
Romanticism/maxim-vorobiev_view-from-the-terrace-of-the-elagin-palace-1823.jpg,maxim vorobiev,0.266276541640178,5
Romanticism/gustave-dore_battle-of-lepanto-in-1571-1877.jpg,gustave dore,0.31415448188175465,12
Romanticism/eugene-delacroix_the-execution-of-the-doge-marino-faliero-1826(1).jpg,eugene delacroix,0.2761932612841704,10
Romanticism/joseph-wright_study-of-the-interior-of-glass-house.jpg,joseph wright,0.2777323585505404,11
Romanticism/taras-shevchenko_bathsheba-1860.jpg,taras shevchenko,0.287227590591227,8
Romanticism/thomas-cole_a-view-near-tivoli-morning-1832.jpg,thomas cole,0.30202542911633823,15
Romanticism/albert-bierstadt_portrait-of-a-horse-1869.jpg,albert bierstadt,0.35821741894469156,26
Romanticism/john-atkinson-grimshaw_a-golden-beam.jpg,john atkinson grimshaw,0.3175130324221233,20
Romanticism/sir-lawrence-alma-tadema_a-crown.jpg,sir lawrence alma tadema,0.25922314049586775,7
Romanticism/theodore-gericault_portrait-of-alfred-and-elizabeth-dedreux-1819.jpg,theodore gericault,0.2544361093452003,11
Romanticism/gustave-dore_samson-carries-away-the-gates-of-gaza.jpg,gustave dore,0.3052352193261284,10
Romanticism/orest-kiprensky_portrait-of-prince-e-g-gagarin-as-a-child-1817.jpg,orest kiprensky,0.4138550540368723,27
Romanticism/eugene-delacroix_chopin(1).jpg,eugene delacroix,0.30476478067387164,18
Romanticism/gustave-dore_don-quixote-98.jpg,gustave dore,0.31408900190718375,20
Romanticism/francisco-goya_goya-attended-by-doctor-arrieta-1820.jpg,francisco goya,0.27170820089001907,9
Romanticism/fyodor-solntsev_on-the-iconographic-image-of-the-saviour-the-nereditskaya-church.jpg,fyodor solntsev,0.32231468531468527,23
Romanticism/osman-hamdi_the-musician-girl-1880.jpg,osman hamdi,0.26834837889383345,8
Romanticism/sir-lawrence-alma-tadema_death-of-the-pharaoh-firstborn-son-1872.jpg,sir lawrence alma tadema,0.2757050222504768,9
Romanticism/theodore-gericault_two-post-horses.jpg,theodore gericault,0.2920832803560076,17
Romanticism/sir-lawrence-alma-tadema_sculptors-in-ancient-rome-1877.jpg,sir lawrence alma tadema,0.2597654164017801,9
Romanticism/george-frederick-watts_rachel-and-laura-gurney.jpg,george frederick watts,0.2544793388429752,6
Romanticism/ivan-aivazovsky_calm-sea-rocky-coast-1860.jpg,ivan aivazovsky,0.3097838525111252,21
Romanticism/alfred-stevens_study-of-the-role.jpg,alfred stevens,0.277865861411316,9
