filename,artist,gmm_neg_loglik,gmm_anomaly_score
Romanticism/francisco-goya_farewell-1799.jpg,francisco goya,-19.417907769208952,0.644922227031532
Romanticism/john-singleton-copley_the-major-peirson-s-death-1784.jpg,john singleton copley,-1467.023067975351,0.3026259157451422
Romanticism/alfred-stevens_widow.jpg,alfred stevens,-1326.060462415159,0.3359575045229143
Romanticism/pavel-svinyin_an-indian-with-a-scalp.jpg,pavel svinyin,-1766.8699861097905,0.23172502588274693
Romanticism/maxim-vorobiev_view-from-the-terrace-of-the-elagin-palace-1823.jpg,maxim vorobiev,-894.17275481826,0.43808035767667175
Romanticism/gustave-dore_battle-of-lepanto-in-1571-1877.jpg,gustave dore,-1765.4743997042517,0.23205502199759176
Romanticism/eugene-delacroix_the-execution-of-the-doge-marino-faliero-1826(1).jpg,eugene delacroix,-2179.634254080322,0.13412404307261366
Romanticism/joseph-wright_study-of-the-interior-of-glass-house.jpg,joseph wright,-400.5684085221312,0.5547965394206181
Romanticism/taras-shevchenko_bathsheba-1860.jpg,taras shevchenko,-1744.4251775825649,0.23703225701012465
Romanticism/thomas-cole_a-view-near-tivoli-morning-1832.jpg,thomas cole,-2056.5527944162764,0.16322751050205278
Romanticism/albert-bierstadt_portrait-of-a-horse-1869.jpg,albert bierstadt,-1435.2309982490572,0.31014337181301116
Romanticism/john-atkinson-grimshaw_a-golden-beam.jpg,john atkinson grimshaw,-1890.362497354953,0.20252436244721966
Romanticism/sir-lawrence-alma-tadema_a-crown.jpg,sir lawrence alma tadema,-1014.836605860332,0.40954855062547973
Romanticism/theodore-gericault_portrait-of-alfred-and-elizabeth-dedreux-1819.jpg,theodore gericault,-659.6717228576332,0.49352975813442085
Romanticism/gustave-dore_samson-carries-away-the-gates-of-gaza.jpg,gustave dore,-1584.3029958320956,0.2748942608734637
Romanticism/orest-kiprensky_portrait-of-prince-e-g-gagarin-as-a-child-1817.jpg,orest kiprensky,-1405.2789788620346,0.31722573517671754
Romanticism/eugene-delacroix_chopin(1).jpg,eugene delacroix,-1891.7683635959563,0.20219193559376122
Romanticism/gustave-dore_don-quixote-98.jpg,gustave dore,-1645.5904969343649,0.2604024048536358
Romanticism/francisco-goya_goya-attended-by-doctor-arrieta-1820.jpg,francisco goya,-1162.461046429118,0.37464172461277295
Romanticism/fyodor-solntsev_on-the-iconographic-image-of-the-saviour-the-nereditskaya-church.jpg,fyodor solntsev,-1594.478110387838,0.2724882842473158
Romanticism/osman-hamdi_the-musician-girl-1880.jpg,osman hamdi,-937.7817007835804,0.42776871901071745
Romanticism/sir-lawrence-alma-tadema_death-of-the-pharaoh-firstborn-son-1872.jpg,sir lawrence alma tadema,-949.2217545464039,0.42506363870872765
Romanticism/theodore-gericault_two-post-horses.jpg,theodore gericault,-990.9715694756674,0.41519160451043746
Romanticism/sir-lawrence-alma-tadema_sculptors-in-ancient-rome-1877.jpg,sir lawrence alma tadema,-818.3374904174308,0.45601213353890724
Romanticism/george-frederick-watts_rachel-and-laura-gurney.jpg,george frederick watts,-1566.4703820217862,0.2791109064724573
Romanticism/ivan-aivazovsky_calm-sea-rocky-coast-1860.jpg,ivan aivazovsky,-1941.5425623985295,0.19042248000206516
Romanticism/alfred-stevens_study-of-the-role.jpg,alfred stevens,-445.8032708884458,0.5441004415099613
Romanticism/paul-cezanne_paul-alexis-reading-a-manuscript-to-emile-zola.jpg,paul cezanne,-1003.7329111191763,0.41217409649670783
Romanticism/john-atkinson-grimshaw_under-the-harvest-moon-1872.jpg,john atkinson grimshaw,-1314.5261655455395,0.3386848692631662
Romanticism/theodore-gericault_presumed-portrait-of-pierre-paul-royer-collard.jpg,theodore gericault,-2339.909808815544,0.0962257730999964
Romanticism/gustave-dore_bertram-de-born.jpg,gustave dore,-792.4940109670827,0.4621230040510018
Romanticism/john-roddam-spencer-stanhope_love-and-the-maiden-1877.jpg,john roddam spencer stanhope,-518.5181498925036,0.5269065024836727
Romanticism/john-everett-millais_the-crown-of-love.jpg,john everett millais,-1130.4531893263352,0.3822102051070703
Romanticism/john-william-waterhouse_sketch-for-a-mermaid-1892.jpg,john william waterhouse,-760.3440551231777,0.46972508478123487
Romanticism/jan-matejko_boleslaw-the-bold-1.jpg,jan matejko,-1260.8275580271113,0.3513822785982891
Romanticism/alfred-stevens_the-japanese-mask.jpg,alfred stevens,-541.7717284244787,0.521408032061966
Romanticism/alexander-ivanov_via-appia-at-sunset-1845.jpg,alexander ivanov,-1591.5054921546155,0.2731911805094083
Romanticism/joseph-wright_the-lady-in-milton-s-comus.jpg,joseph wright,-675.5054495175093,0.48978576330863516
Romanticism/viktor-vasnetsov_the-unsmiling-tsarevna-1926.jpg,viktor vasnetsov,-1698.5759938519943,0.24787361548126424
Romanticism/karl-bryullov_mountain-hunters(1).jpg,karl bryullov,-1229.7784479385994,0.35872405669094887
Romanticism/francesco-hayez_the-new-favorite-harem-scene-1866.jpg,francesco hayez,-1814.6645386274897,0.22042367142773628
Romanticism/konstantin-makovsky_dervish.jpg,konstantin makovsky,-1218.4122116322192,0.36141168234180615
Romanticism/john-hoppner_portrait-of-mrs-young.jpg,john hoppner,-255.08316653618533,0.5891975370457617
Romanticism/eugene-delacroix_bay-of-tangier-in-morocco(1).jpg,eugene delacroix,-1132.787918186675,0.3816581422250657
Romanticism/henry-raeburn_portrait-of-mrs-anne-hart.jpg,henry raeburn,-1527.9708114972966,0.2882143977689144
Romanticism/konstantin-makovsky_head-of-the-girl.jpg,konstantin makovsky,-1628.9440492611627,0.2643385732172161
Romanticism/ferdinand-georg-waldmã¼ller_mountain-landscape-with-vineyard-1862.jpg,ferdinand georg waldmã¼ller,-2640.2831409725877,0.025200408979633406
Romanticism/orest-kiprensky_apollo-in-a-chariot-1817.jpg,orest kiprensky,-1177.218379861458,0.3711522504542296
