filename,artist,if_global_score,if_global_norm,if_global_flag
Romanticism/francisco-goya_farewell-1799.jpg,francisco goya,-0.06482165590981315,0.14399813691509386,False
Romanticism/john-singleton-copley_the-major-peirson-s-death-1784.jpg,john singleton copley,-0.03057382115910079,0.3770102327777779,False
Romanticism/alfred-stevens_widow.jpg,alfred stevens,-0.041945213387089286,0.2996426574198898,False
Romanticism/pavel-svinyin_an-indian-with-a-scalp.jpg,pavel svinyin,-0.06462659622719191,0.1453252650619306,False
Romanticism/maxim-vorobiev_view-from-the-terrace-of-the-elagin-palace-1823.jpg,maxim vorobiev,-0.0030268781010229784,0.5644314517627012,False
Romanticism/gustave-dore_battle-of-lepanto-in-1571-1877.jpg,gustave dore,-0.027958956315610073,0.3948009965447266,False
Romanticism/eugene-delacroix_the-execution-of-the-doge-marino-faliero-1826(1).jpg,eugene delacroix,-0.053767837513510164,0.21920503424323742,False
Romanticism/joseph-wright_study-of-the-interior-of-glass-house.jpg,joseph wright,0.007773850846789776,0.6379164036521711,True
Romanticism/taras-shevchenko_bathsheba-1860.jpg,taras shevchenko,-0.06351268913710167,0.15290395806683163,False
Romanticism/thomas-cole_a-view-near-tivoli-morning-1832.jpg,thomas cole,-0.035295797888395264,0.3448833055627708,False
Romanticism/albert-bierstadt_portrait-of-a-horse-1869.jpg,albert bierstadt,0.017209610579883128,0.7021145104074914,True
Romanticism/john-atkinson-grimshaw_a-golden-beam.jpg,john atkinson grimshaw,-0.01691218365986208,0.46995995674675484,False
Romanticism/sir-lawrence-alma-tadema_a-crown.jpg,sir lawrence alma tadema,-0.049961854694301144,0.24509981094887467,False
Romanticism/theodore-gericault_portrait-of-alfred-and-elizabeth-dedreux-1819.jpg,theodore gericault,-0.054501054266539006,0.21421644522473518,False
Romanticism/gustave-dore_samson-carries-away-the-gates-of-gaza.jpg,gustave dore,-0.03909331006280564,0.31904616060851887,False
Romanticism/orest-kiprensky_portrait-of-prince-e-g-gagarin-as-a-child-1817.jpg,orest kiprensky,-0.04286226704498097,0.29340329670119686,False
Romanticism/eugene-delacroix_chopin(1).jpg,eugene delacroix,-0.02363246719293255,0.4242371435461433,False
Romanticism/gustave-dore_don-quixote-98.jpg,gustave dore,-0.04509222092674303,0.27823135279733596,False
Romanticism/francisco-goya_goya-attended-by-doctor-arrieta-1820.jpg,francisco goya,-0.04263816015942734,0.2949280533896186,False
Romanticism/fyodor-solntsev_on-the-iconographic-image-of-the-saviour-the-nereditskaya-church.jpg,fyodor solntsev,-0.04260555710538422,0.2951498748860551,False
Romanticism/osman-hamdi_the-musician-girl-1880.jpg,osman hamdi,-0.06328786139884018,0.1544336192229807,False
Romanticism/sir-lawrence-alma-tadema_death-of-the-pharaoh-firstborn-son-1872.jpg,sir lawrence alma tadema,-0.03776066542740619,0.32811307890554,False
Romanticism/theodore-gericault_two-post-horses.jpg,theodore gericault,-0.02260735621644533,0.4312116941669869,False
Romanticism/sir-lawrence-alma-tadema_sculptors-in-ancient-rome-1877.jpg,sir lawrence alma tadema,-0.06207295858523415,0.16269945713443948,False
Romanticism/george-frederick-watts_rachel-and-laura-gurney.jpg,george frederick watts,-0.05498364608302814,0.21093303383756792,False
Romanticism/ivan-aivazovsky_calm-sea-rocky-coast-1860.jpg,ivan aivazovsky,-0.03718676748528338,0.33201771005313496,False
Romanticism/alfred-stevens_study-of-the-role.jpg,alfred stevens,-0.0439774436125161,0.2858159665488021,False
Romanticism/paul-cezanne_paul-alexis-reading-a-manuscript-to-emile-zola.jpg,paul cezanne,-0.024937802905614925,0.4153560270484002,False
Romanticism/john-atkinson-grimshaw_under-the-harvest-moon-1872.jpg,john atkinson grimshaw,-0.03533378793823433,0.34462483254690385,False
Romanticism/theodore-gericault_presumed-portrait-of-pierre-paul-royer-collard.jpg,theodore gericault,-0.05842523007908795,0.1875175184963334,False
Romanticism/gustave-dore_bertram-de-born.jpg,gustave dore,-0.034935062009065265,0.3473376453453406,False
Romanticism/john-roddam-spencer-stanhope_love-and-the-maiden-1877.jpg,john roddam spencer stanhope,-0.046176675692703006,0.27085304465832716,False
Romanticism/john-everett-millais_the-crown-of-love.jpg,john everett millais,-0.045796382140090186,0.27344044904118486,False
Romanticism/john-william-waterhouse_sketch-for-a-mermaid-1892.jpg,john william waterhouse,-0.030374870425597444,0.3783638344791546,False
Romanticism/jan-matejko_boleslaw-the-bold-1.jpg,jan matejko,-0.05234742597422004,0.22886909248711365,False
Romanticism/alfred-stevens_the-japanese-mask.jpg,alfred stevens,-0.039710303143818515,0.31484832293539144,False
Romanticism/alexander-ivanov_via-appia-at-sunset-1845.jpg,alexander ivanov,-0.020687665586496984,0.44427269905527156,False
Romanticism/joseph-wright_the-lady-in-milton-s-comus.jpg,joseph wright,0.016808893817219728,0.6993881525692468,True
Romanticism/viktor-vasnetsov_the-unsmiling-tsarevna-1926.jpg,viktor vasnetsov,-0.03813522320094048,0.32556469905997704,False
Romanticism/karl-bryullov_mountain-hunters(1).jpg,karl bryullov,-0.04651110981406065,0.2685776542252453,False
Romanticism/francesco-hayez_the-new-favorite-harem-scene-1866.jpg,francesco hayez,-0.06123686097287029,0.16838801696371852,False
Romanticism/konstantin-makovsky_dervish.jpg,konstantin makovsky,-0.05674567135001507,0.19894473725145773,False
Romanticism/john-hoppner_portrait-of-mrs-young.jpg,john hoppner,-0.05281438693162682,0.225692028822698,False
Romanticism/eugene-delacroix_bay-of-tangier-in-morocco(1).jpg,eugene delacroix,-0.03645571571025347,0.336991569204342,False
Romanticism/henry-raeburn_portrait-of-mrs-anne-hart.jpg,henry raeburn,-0.030775371596006185,0.3756389434665788,False
Romanticism/konstantin-makovsky_head-of-the-girl.jpg,konstantin makovsky,-0.016390596900898113,0.4735086781408246,False
Romanticism/ferdinand-georg-waldmã¼ller_mountain-landscape-with-vineyard-1862.jpg,ferdinand georg waldmã¼ller,-0.05599911503964505,0.2040240846561929,False
Romanticism/orest-kiprensky_apollo-in-a-chariot-1817.jpg,orest kiprensky,0.03038180711112476,0.7917342233966738,True
Romanticism/dante-gabriel-rossetti_arthur-s-tomb-1855.jpg,dante gabriel rossetti,-0.04475835616669438,0.28050286946517466,False
Romanticism/ivan-aivazovsky_ship-in-a-storm-1891.jpg,ivan aivazovsky,-0.011975903417959344,0.503544941412315,False
Romanticism/john-everett-millais_rosalind-in-the-forest.jpg,john everett millais,0.0010693474601562447,0.5923009538811327,True
Romanticism/cornelis-springer_church-in-zaltbommel.jpg,cornelis springer,-0.0042633691821519215,0.5560187336908418,False
Romanticism/gustave-dore_david-shows-saul-how-he-spared-his-life.jpg,gustave dore,-0.06372195951544235,0.15148014456696873,False
Romanticism/thomas-cole_mount-chocorua-new-hampshire-1827.jpg,thomas cole,-0.04697747006455372,0.26540467759225755,False
Romanticism/francisco-goya_consequences-of-war.jpg,francisco goya,-0.005182948323039116,0.5497621903359287,False
Romanticism/gustave-dore_the-return-of-the-prodigal-son.jpg,gustave dore,-0.07745460458889697,0.058047306152637576,False
Romanticism/orest-kiprensky_dmitry-donskoy-after-the-battle-of-kulikovo-detail-1.jpg,orest kiprensky,-0.032103496178334634,0.366602778268174,False
Romanticism/jehan-georges-vibert_the-bullfighters-adoring-crowd.jpg,jehan georges vibert,-0.054797758714792866,0.2121977562815466,False
Romanticism/eugene-delacroix_study-sardanapalus(1).jpg,eugene delacroix,-0.03504030336500319,0.34662161441675715,False
Romanticism/gustave-dore_the-dell.jpg,gustave dore,-0.047508181439336994,0.2617938750222105,False
Romanticism/john-crome_new-mills-norfolk-men-wading-1812.jpg,john crome,-0.0628045885966349,0.15772166383470446,False
Rococo/joseph-wright_edwin-from-minstrel-by-dr-beattie.jpg,joseph wright,-0.04049580689435639,0.309503988715342,False
Romanticism/ivan-aivazovsky_fishermen-on-the-coast-of-the-sea-1852.jpg,ivan aivazovsky,-0.020984601153794413,0.4422524376467541,False
Romanticism/ivan-aivazovsky_mountain-village-gunib-in-daghestan-view-from-the-east-1869.jpg,ivan aivazovsky,-0.0412575954464956,0.30432100566166254,False
Romanticism/mykola-pymonenko_meeting-at-the-well.jpg,mykola pymonenko,-0.03929149950881472,0.3176977384811469,False
Romanticism/john-atkinson-grimshaw_moonlight-1882.jpg,john atkinson grimshaw,0.0007026208145543555,0.5898058547041369,True
