filename,artist,ae_recon_error,ae_anomaly_score
Romanticism/francisco-goya_farewell-1799.jpg,francisco goya,0.002347605,0.1762562
Romanticism/john-singleton-copley_the-major-peirson-s-death-1784.jpg,john singleton copley,0.0038652965,0.37365508
Romanticism/alfred-stevens_widow.jpg,alfred stevens,0.0033967108,0.31270838
Romanticism/pavel-svinyin_an-indian-with-a-scalp.jpg,pavel svinyin,0.0021017573,0.14427996
Romanticism/maxim-vorobiev_view-from-the-terrace-of-the-elagin-palace-1823.jpg,maxim vorobiev,0.005122805,0.5372132
Romanticism/gustave-dore_battle-of-lepanto-in-1571-1877.jpg,gustave dore,0.0037723682,0.36156833
Romanticism/eugene-delacroix_the-execution-of-the-doge-marino-faliero-1826(1).jpg,eugene delacroix,0.002871049,0.24433807
Romanticism/joseph-wright_study-of-the-interior-of-glass-house.jpg,joseph wright,0.0058286227,0.62901556
Romanticism/taras-shevchenko_bathsheba-1860.jpg,taras shevchenko,0.0026782248,0.21925832
Romanticism/thomas-cole_a-view-near-tivoli-morning-1832.jpg,thomas cole,0.0023966504,0.18263529
Romanticism/albert-bierstadt_portrait-of-a-horse-1869.jpg,albert bierstadt,0.006048105,0.65756255
Romanticism/john-atkinson-grimshaw_a-golden-beam.jpg,john atkinson grimshaw,0.004253965,0.4242073
Romanticism/sir-lawrence-alma-tadema_a-crown.jpg,sir lawrence alma tadema,0.003488434,0.32463837
Romanticism/theodore-gericault_portrait-of-alfred-and-elizabeth-dedreux-1819.jpg,theodore gericault,0.004178869,0.41443995
Romanticism/gustave-dore_samson-carries-away-the-gates-of-gaza.jpg,gustave dore,0.0025873063,0.20743299
Romanticism/orest-kiprensky_portrait-of-prince-e-g-gagarin-as-a-child-1817.jpg,orest kiprensky,0.0018065416,0.10588265
Romanticism/eugene-delacroix_chopin(1).jpg,eugene delacroix,0.002491814,0.19501278
Romanticism/gustave-dore_don-quixote-98.jpg,gustave dore,0.003135427,0.27872443
Romanticism/francisco-goya_goya-attended-by-doctor-arrieta-1820.jpg,francisco goya,0.004062764,0.39933872
Romanticism/fyodor-solntsev_on-the-iconographic-image-of-the-saviour-the-nereditskaya-church.jpg,fyodor solntsev,0.004976575,0.5181937
Romanticism/osman-hamdi_the-musician-girl-1880.jpg,osman hamdi,0.0026855532,0.22021149
Romanticism/sir-lawrence-alma-tadema_death-of-the-pharaoh-firstborn-son-1872.jpg,sir lawrence alma tadema,0.0026382247,0.2140557
Romanticism/theodore-gericault_two-post-horses.jpg,theodore gericault,0.0042105266,0.4185575
Romanticism/sir-lawrence-alma-tadema_sculptors-in-ancient-rome-1877.jpg,sir lawrence alma tadema,0.0023689999,0.17903891
Romanticism/george-frederick-watts_rachel-and-laura-gurney.jpg,george frederick watts,0.0027426921,0.22764328
Romanticism/ivan-aivazovsky_calm-sea-rocky-coast-1860.jpg,ivan aivazovsky,0.003102144,0.27439547
Romanticism/alfred-stevens_study-of-the-role.jpg,alfred stevens,0.0040700976,0.40029258
Romanticism/paul-cezanne_paul-alexis-reading-a-manuscript-to-emile-zola.jpg,paul cezanne,0.004850454,0.5017898
Romanticism/john-atkinson-grimshaw_under-the-harvest-moon-1872.jpg,john atkinson grimshaw,0.0037134895,0.35391027
Romanticism/theodore-gericault_presumed-portrait-of-pierre-paul-royer-collard.jpg,theodore gericault,0.0014780122,0.0631524
Romanticism/gustave-dore_bertram-de-born.jpg,gustave dore,0.0033167761,0.30231166
Romanticism/john-roddam-spencer-stanhope_love-and-the-maiden-1877.jpg,john roddam spencer stanhope,0.0051499456,0.54074323
Romanticism/john-everett-millais_the-crown-of-love.jpg,john everett millais,0.002898497,0.24790809
Romanticism/john-william-waterhouse_sketch-for-a-mermaid-1892.jpg,john william waterhouse,0.0050270874,0.52476364
Romanticism/jan-matejko_boleslaw-the-bold-1.jpg,jan matejko,0.0025735728,0.20564674
Romanticism/alfred-stevens_the-japanese-mask.jpg,alfred stevens,0.0043229093,0.43317458
Romanticism/alexander-ivanov_via-appia-at-sunset-1845.jpg,alexander ivanov,0.0040308596,0.39518908
Romanticism/joseph-wright_the-lady-in-milton-s-comus.jpg,joseph wright,0.0066706478,0.73853374
Romanticism/viktor-vasnetsov_the-unsmiling-tsarevna-1926.jpg,viktor vasnetsov,0.0042047007,0.41779977
Romanticism/karl-bryullov_mountain-hunters(1).jpg,karl bryullov,0.00530225,0.5605527
Romanticism/francesco-hayez_the-new-favorite-harem-scene-1866.jpg,francesco hayez,0.0026036673,0.20956099
Romanticism/konstantin-makovsky_dervish.jpg,konstantin makovsky,0.0043476857,0.43639714
Romanticism/john-hoppner_portrait-of-mrs-young.jpg,john hoppner,0.0026705763,0.21826352
Romanticism/eugene-delacroix_bay-of-tangier-in-morocco(1).jpg,eugene delacroix,0.0036889953,0.3507244
Romanticism/henry-raeburn_portrait-of-mrs-anne-hart.jpg,henry raeburn,0.0044653406,0.45169994
Romanticism/konstantin-makovsky_head-of-the-girl.jpg,konstantin makovsky,0.0027934227,0.23424156
Romanticism/ferdinand-georg-waldmã¼ller_mountain-landscape-with-vineyard-1862.jpg,ferdinand georg waldmã¼ller,0.002071421,0.14033423
Romanticism/orest-kiprensky_apollo-in-a-chariot-1817.jpg,orest kiprensky,0.0049666255,0.51689965
Romanticism/dante-gabriel-rossetti_arthur-s-tomb-1855.jpg,dante gabriel rossetti,0.004418174,0.4455652
Romanticism/ivan-aivazovsky_ship-in-a-storm-1891.jpg,ivan aivazovsky,0.003947204,0.3843084
Romanticism/john-everett-millais_rosalind-in-the-forest.jpg,john everett millais,0.004114221,0.4060315
Romanticism/cornelis-springer_church-in-zaltbommel.jpg,cornelis springer,0.0021468853,0.15014952
Romanticism/gustave-dore_david-shows-saul-how-he-spared-his-life.jpg,gustave dore,0.0015369183,0.07081404
Romanticism/thomas-cole_mount-chocorua-new-hampshire-1827.jpg,thomas cole,0.0035207157,0.3288371
Romanticism/francisco-goya_consequences-of-war.jpg,francisco goya,0.004378956,0.4404643
Romanticism/gustave-dore_the-return-of-the-prodigal-son.jpg,gustave dore,0.0013639356,0.04831501
Romanticism/orest-kiprensky_dmitry-donskoy-after-the-battle-of-kulikovo-detail-1.jpg,orest kiprensky,0.004247806,0.42340627
Romanticism/jehan-georges-vibert_the-bullfighters-adoring-crowd.jpg,jehan georges vibert,0.0018257168,0.10837668
Romanticism/eugene-delacroix_study-sardanapalus(1).jpg,eugene delacroix,0.0038372031,0.3700011
Romanticism/gustave-dore_the-dell.jpg,gustave dore,0.0018567721,0.112415895
Romanticism/john-crome_new-mills-norfolk-men-wading-1812.jpg,john crome,0.0028084794,0.23619992
Rococo/joseph-wright_edwin-from-minstrel-by-dr-beattie.jpg,joseph wright,0.00266326,0.21731193
Romanticism/ivan-aivazovsky_fishermen-on-the-coast-of-the-sea-1852.jpg,ivan aivazovsky,0.0017836104,0.10290011
Romanticism/ivan-aivazovsky_mountain-village-gunib-in-daghestan-view-from-the-east-1869.jpg,ivan aivazovsky,0.0037178614,0.3544789
Romanticism/mykola-pymonenko_meeting-at-the-well.jpg,mykola pymonenko,0.0040350202,0.39573023
Romanticism/john-atkinson-grimshaw_moonlight-1882.jpg,john atkinson grimshaw,0.005005425,0.52194613
