filename,artist,ae_recon_error,ae_anomaly_score
Romanticism/francisco-goya_farewell-1799.jpg,francisco goya,0.04539842,0.19858329
Romanticism/john-singleton-copley_the-major-peirson-s-death-1784.jpg,john singleton copley,0.051690195,0.23443863
Romanticism/alfred-stevens_widow.jpg,alfred stevens,0.037486818,0.15349692
Romanticism/pavel-svinyin_an-indian-with-a-scalp.jpg,pavel svinyin,0.029280547,0.106731325
Romanticism/maxim-vorobiev_view-from-the-terrace-of-the-elagin-palace-1823.jpg,maxim vorobiev,0.035090342,0.13983998
Romanticism/gustave-dore_battle-of-lepanto-in-1571-1877.jpg,gustave dore,0.026714807,0.09210978
Romanticism/eugene-delacroix_the-execution-of-the-doge-marino-faliero-1826(1).jpg,eugene delacroix,0.022471916,0.067930534
Romanticism/joseph-wright_study-of-the-interior-of-glass-house.jpg,joseph wright,0.041076865,0.17395577
Romanticism/taras-shevchenko_bathsheba-1860.jpg,taras shevchenko,0.06230264,0.29491648
Romanticism/thomas-cole_a-view-near-tivoli-morning-1832.jpg,thomas cole,0.019032802,0.048331838
Romanticism/albert-bierstadt_portrait-of-a-horse-1869.jpg,albert bierstadt,0.026504526,0.09091143
Romanticism/john-atkinson-grimshaw_a-golden-beam.jpg,john atkinson grimshaw,0.027249174,0.09515501
Romanticism/sir-lawrence-alma-tadema_a-crown.jpg,sir lawrence alma tadema,0.032848794,0.12706593
Romanticism/theodore-gericault_portrait-of-alfred-and-elizabeth-dedreux-1819.jpg,theodore gericault,0.059594445,0.27948308
Romanticism/gustave-dore_samson-carries-away-the-gates-of-gaza.jpg,gustave dore,0.034338094,0.13555309
Romanticism/orest-kiprensky_portrait-of-prince-e-g-gagarin-as-a-child-1817.jpg,orest kiprensky,0.0341408,0.13442875
Romanticism/eugene-delacroix_chopin(1).jpg,eugene delacroix,0.029385813,0.10733121
Romanticism/gustave-dore_don-quixote-98.jpg,gustave dore,0.024565013,0.0798586
Romanticism/francisco-goya_goya-attended-by-doctor-arrieta-1820.jpg,francisco goya,0.035369497,0.14143081
Romanticism/fyodor-solntsev_on-the-iconographic-image-of-the-saviour-the-nereditskaya-church.jpg,fyodor solntsev,0.022304827,0.066978335
Romanticism/osman-hamdi_the-musician-girl-1880.jpg,osman hamdi,0.04168598,0.17742696
Romanticism/sir-lawrence-alma-tadema_death-of-the-pharaoh-firstborn-son-1872.jpg,sir lawrence alma tadema,0.053517498,0.244852
Romanticism/theodore-gericault_two-post-horses.jpg,theodore gericault,0.037492633,0.15353006
Romanticism/sir-lawrence-alma-tadema_sculptors-in-ancient-rome-1877.jpg,sir lawrence alma tadema,0.03820955,0.15761562
Romanticism/george-frederick-watts_rachel-and-laura-gurney.jpg,george frederick watts,0.03868944,0.16035038
Romanticism/ivan-aivazovsky_calm-sea-rocky-coast-1860.jpg,ivan aivazovsky,0.020888496,0.058907
Romanticism/alfred-stevens_study-of-the-role.jpg,alfred stevens,0.06317387,0.29988137
Romanticism/paul-cezanne_paul-alexis-reading-a-manuscript-to-emile-zola.jpg,paul cezanne,0.038869523,0.16137664
Romanticism/john-atkinson-grimshaw_under-the-harvest-moon-1872.jpg,john atkinson grimshaw,0.033002425,0.12794143
Romanticism/theodore-gericault_presumed-portrait-of-pierre-paul-royer-collard.jpg,theodore gericault,0.027779747,0.09817862
Romanticism/gustave-dore_bertram-de-born.jpg,gustave dore,0.048556868,0.21658254
Romanticism/john-roddam-spencer-stanhope_love-and-the-maiden-1877.jpg,john roddam spencer stanhope,0.03875564,0.16072765
Romanticism/john-everett-millais_the-crown-of-love.jpg,john everett millais,0.030593803,0.11421526
Romanticism/john-william-waterhouse_sketch-for-a-mermaid-1892.jpg,john william waterhouse,0.048463494,0.21605042
Romanticism/jan-matejko_boleslaw-the-bold-1.jpg,jan matejko,0.039243273,0.16350655
Romanticism/alfred-stevens_the-japanese-mask.jpg,alfred stevens,0.045859955,0.20121346
Romanticism/alexander-ivanov_via-appia-at-sunset-1845.jpg,alexander ivanov,0.038568143,0.15965915
Romanticism/joseph-wright_the-lady-in-milton-s-comus.jpg,joseph wright,0.074561246,0.36477536
Romanticism/viktor-vasnetsov_the-unsmiling-tsarevna-1926.jpg,viktor vasnetsov,0.029506665,0.10801991
Romanticism/karl-bryullov_mountain-hunters(1).jpg,karl bryullov,0.03744811,0.15327632
Romanticism/francesco-hayez_the-new-favorite-harem-scene-1866.jpg,francesco hayez,0.034053627,0.13393198
Romanticism/konstantin-makovsky_dervish.jpg,konstantin makovsky,0.027343199,0.09569083
Romanticism/john-hoppner_portrait-of-mrs-young.jpg,john hoppner,0.04858139,0.2167223
Romanticism/eugene-delacroix_bay-of-tangier-in-morocco(1).jpg,eugene delacroix,0.029751983,0.10941792
Romanticism/henry-raeburn_portrait-of-mrs-anne-hart.jpg,henry raeburn,0.026970852,0.09356891
Romanticism/konstantin-makovsky_head-of-the-girl.jpg,konstantin makovsky,0.023955813,0.07638691
Romanticism/ferdinand-georg-waldmã¼ller_mountain-landscape-with-vineyard-1862.jpg,ferdinand georg waldmã¼ller,0.012397513,0.010518882
Romanticism/orest-kiprensky_apollo-in-a-chariot-1817.jpg,orest kiprensky,0.03399552,0.13360085
Romanticism/dante-gabriel-rossetti_arthur-s-tomb-1855.jpg,dante gabriel rossetti,0.042579476,0.1825188
Romanticism/ivan-aivazovsky_ship-in-a-storm-1891.jpg,ivan aivazovsky,0.026239444,0.08940079
Romanticism/john-everett-millais_rosalind-in-the-forest.jpg,john everett millais,0.05604283,0.25924328
Romanticism/cornelis-springer_church-in-zaltbommel.jpg,cornelis springer,0.016323954,0.032894745
Romanticism/gustave-dore_david-shows-saul-how-he-spared-his-life.jpg,gustave dore,0.02331166,0.072716035
Romanticism/thomas-cole_mount-chocorua-new-hampshire-1827.jpg,thomas cole,0.02515278,0.08320815
Romanticism/francisco-goya_consequences-of-war.jpg,francisco goya,0.032315604,0.1240274
Romanticism/gustave-dore_the-return-of-the-prodigal-son.jpg,gustave dore,0.030479787,0.113565505
Romanticism/orest-kiprensky_dmitry-donskoy-after-the-battle-of-kulikovo-detail-1.jpg,orest kiprensky,0.02731987,0.09555789
Romanticism/jehan-georges-vibert_the-bullfighters-adoring-crowd.jpg,jehan georges vibert,0.040761728,0.17215987
Romanticism/eugene-delacroix_study-sardanapalus(1).jpg,eugene delacroix,0.045665458,0.20010507
Romanticism/gustave-dore_the-dell.jpg,gustave dore,0.029207038,0.10631241
Romanticism/john-crome_new-mills-norfolk-men-wading-1812.jpg,john crome,0.026094764,0.088576294
Rococo/joseph-wright_edwin-from-minstrel-by-dr-beattie.jpg,joseph wright,0.037393384,0.15296447
Romanticism/ivan-aivazovsky_fishermen-on-the-coast-of-the-sea-1852.jpg,ivan aivazovsky,0.01603446,0.031244988
Romanticism/ivan-aivazovsky_mountain-village-gunib-in-daghestan-view-from-the-east-1869.jpg,ivan aivazovsky,0.012125574,0.008969167
Romanticism/mykola-pymonenko_meeting-at-the-well.jpg,mykola pymonenko,0.03889035,0.16149533
Romanticism/john-atkinson-grimshaw_moonlight-1882.jpg,john atkinson grimshaw,0.052032016,0.2363866
Romanticism/george-frederick-watts_charles-booth(1).jpg,george frederick watts,0.035019692,0.13943736
Romanticism/konstantin-makovsky_head.jpg,konstantin makovsky,0.02344405,0.0734705
Romanticism/ivan-aivazovsky_night-tragedy-in-the-sea-of-marmara-1897.jpg,ivan aivazovsky,0.02969258,0.109079406
Romanticism/gustave-dore_the-war-cry-of-the-crusaders.jpg,gustave dore,0.03969351,0.16607234
Romanticism/ivan-aivazovsky_tempest-on-the-sea-at-nidht-1849.jpg,ivan aivazovsky,0.02352039,0.07390554
Romanticism/orest-kiprensky_portrait-of-portrait-of-k-i-albrekht-1827.jpg,orest kiprensky,0.04995015,0.22452252
Romanticism/gustave-dore_perched-upon-a-bust-of-pallas.jpg,gustave dore,0.025493996,0.08515266
Romanticism/cornelis-springer_cityview-wiith-marketstall.jpg,cornelis springer,0.014288666,0.021296117
Romanticism/paul-cezanne_women-dressing.jpg,paul cezanne,0.04308435,0.18539594
Romanticism/john-constable_the-white-horse-1819.jpg,john constable,0.025210848,0.08353907
Romanticism/ivan-aivazovsky_night-constantinople-1886.jpg,ivan aivazovsky,0.028790833,0.10394056
Romanticism/theodore-gericault_horses-going-to-a-fair.jpg,theodore gericault,0.031993497,0.12219179
Romanticism/gustave-dore_the-inferno-canto-32-2.jpg,gustave dore,0.04820458,0.21457492
Romanticism/william-turner_cathedral-church-at-lincoln.jpg,william turner,0.019104376,0.04873972
