filename,artist,hdbscan_raw_score,hdbscan_anomaly_score,hdbscan_label,hdbscan_noise
Impressionism/claude-monet_water-lily-pond-at-giverny-1919.jpg,claude monet,0.18997734520690857,0.5734882386230484,-1,1
Impressionism/claude-monet_dandelions.jpg,claude monet,0.2859434867566042,0.8631830621023677,-1,1
Impressionism/claude-monet_the-tea-set.jpg,claude monet,0.14938312422451974,0.45094568880422736,-1,1
Impressionism/edgar-degas_seated-bather-1899.jpg,edgar degas,0.13419458093936665,0.4050957432416887,-1,1
Impressionism/victor-brauner_theo-brauner.jpg,victor brauner,0.16598351183837495,0.5010575957937745,-1,1
Impressionism/claude-monet_cliffs-near-pourville.jpg,claude monet,0.13972610410490913,0.42179385781769013,-1,1
Impressionism/cornelis-vreedenburgh_view-on-the-amstel.jpg,cornelis vreedenburgh,0.17183899057511218,0.5187336412368183,-1,1
Impressionism/edouard-manet_lady-in-a-fur.jpg,edouard manet,0.12748138780690044,0.3848304989785828,-1,1
Impressionism/claude-monet_zuiderkerk-in-amsterdam.jpg,claude monet,0.09594133446829876,0.2896199378691421,-1,1
Impressionism/william-merritt-chase_sunlight-and-shadow-shinnecock-hills.jpg,william merritt chase,0.1108311009846283,0.33456796029601693,-1,1
Impressionism/pierre-auguste-renoir_the-swimmer-sitting.jpg,pierre auguste renoir,0.02531223167401668,0.07641051696211656,1,0
Impressionism/guy-rose_the-bridge-at-vernon.jpg,guy rose,0.23322805731056992,0.7040499889017828,-1,1
Impressionism/santiago-rusinol_la-butte.jpg,santiago rusinol,0.22872819099468633,0.6904661565520641,-1,1
Impressionism/edgar-degas_the-tub-1886-1.jpg,edgar degas,0.17853261628526904,0.538939816948659,-1,1
Impressionism/childe-hassam_lady-in-the-park-aka-in-the-garden.jpg,childe hassam,0.2435273897209618,0.7351407802621734,-1,1
Impressionism/camille-pissarro_pink-peonies-1873.jpg,camille pissarro,0.1854652957103967,0.5598676286733916,-1,1
Impressionism/wilhelm-leibl_m-dchen-am-fenster-1899.jpg,wilhelm leibl,0.0,0.0,1,0
Impressionism/nicolae-vermont_reading-1919.jpg,nicolae vermont,0.051953816609779865,0.15683397799267718,1,0
Impressionism/max-slevogt_the-dancer-marietta-di-rigardo.jpg,max slevogt,0.17316364076835927,0.5227323880626021,-1,1
Impressionism/zinaida-serebriakova_in-the-studio-braz-france-1906.jpg,zinaida serebriakova,0.12057868406746987,0.3639931754284966,-1,1
Impressionism/pierre-auguste-renoir_wilhelm-muhlfeld-1910.jpg,pierre auguste renoir,0.0,0.0,1,0
Impressionism/robert-julian-onderdonk_hudson-river-view-1912.jpg,robert julian onderdonk,0.10455513596157961,0.315622584873447,-1,1
Impressionism/giuseppe-de-nittis_breakfast-in-the-garden-1883.jpg,giuseppe de nittis,0.21339525692675765,0.6441803357771564,-1,1
Impressionism/camille-pissarro_old-wingrower-in-moret-1902.jpg,camille pissarro,0.12610186840065474,0.38066611741207274,-1,1
Impressionism/pierre-auguste-renoir_algerian-woman-seated-1882.jpg,pierre auguste renoir,0.02925393075959575,0.08830939923836292,1,0
Impressionism/pierre-auguste-renoir_roses-in-a-vase-1917.jpg,pierre auguste renoir,0.1546815367644069,0.4669401078845065,-1,1
Impressionism/eugene-boudin_laundresses-on-the-banks-of-the-touques-1.jpg,eugene boudin,0.20923821189343736,0.6316313845775328,-1,1
Impressionism/alfred-sisley_the-island-of-saint-denis-1872.jpg,alfred sisley,0.15806236997045806,0.477145893623353,-1,1
Impressionism/nicolae-vermont_summer-day-1895.jpg,nicolae vermont,0.14198405267817046,0.428609970279788,-1,1
Impressionism/pierre-auguste-renoir_girl-and-cat-1882.jpg,pierre auguste renoir,0.1259789946668816,0.3802951961262855,-1,1
Impressionism/pierre-auguste-renoir_marie-louise-durand-ruel-1898.jpg,pierre auguste renoir,0.13276640380121765,0.40078447765101133,-1,1
Impressionism/john-henry-twachtman_the-portico.jpg,john henry twachtman,0.2338549260360111,0.7059423294901281,-1,1
Impressionism/camille-pissarro_the-pont-neuf-afternoon-1901.jpg,camille pissarro,0.0,0.0,0,0
Impressionism/childe-hassam_home-sweet-home-cottage.jpg,childe hassam,0.160890398616863,0.4856829176850163,-1,1
Impressionism/berthe-morisot_the-violin.jpg,berthe morisot,0.18741350185471675,0.5657487157522949,-1,1
Impressionism/pierre-auguste-renoir_nude-arranging-her-hair-1885.jpg,pierre auguste renoir,0.052830031148016834,0.15947902354609378,1,0
Impressionism/valentin-serov_portrait-of-yevdokia-morozova-detail-1908.jpg,valentin serov,0.044410508809775893,0.1340628507358759,1,0
Impressionism/edgar-degas_alexander-and-bucephalus-detail-1861-1.jpg,edgar degas,0.10168822177592335,0.306968176292125,-1,1
Impressionism/arthur-verona_neagoe-basarab-study.jpg,arthur verona,0.0858654059080841,0.2592035399760367,1,0
Impressionism/edgar-degas_dancer-seated-study-1872.jpg,edgar degas,0.11482569266333441,0.34662651045284976,-1,1
Impressionism/claude-monet_boats-in-the-port-of-honfleur-1.jpg,claude monet,0.21403300144365195,0.646105507324779,-1,1
Impressionism/lovis-corinth_red-and-yellow-tulips-1918.jpg,lovis corinth,0.16201380008773955,0.48907415115076386,-1,1
Impressionism/istvan-nagy_little-girl-with-yellow-babushka-1917.jpg,istvan nagy,0.11937868252370674,0.3603707078604393,-1,1
Impressionism/pierre-auguste-renoir_portrait-of-stephane-mallarme-1892.jpg,pierre auguste renoir,0.098960576295099,0.29873418080870356,-1,1
Impressionism/camille-pissarro_laundry-and-mill-at-osny-1884.jpg,camille pissarro,0.21949856192163972,0.6626044990766385,-1,1
Impressionism/alfred-sisley_the-moret-bridge-and-mills-under-snow-1890.jpg,alfred sisley,0.10002631890304471,0.3019513583642203,-1,1
Impressionism/claude-monet_customs-house-at-varengaville.jpg,claude monet,0.24340810593940215,0.7347806960336649,-1,1
Impressionism/pierre-auguste-renoir_young-girls-by-the-water.jpg,pierre auguste renoir,0.12889547546717423,0.3890992323934316,-1,1
Impressionism/claude-monet_river-thawing-near-vetheuil.jpg,claude monet,0.1898720898606838,0.5731705023000865,-1,1
Impressionism/claude-monet_the-manneport.jpg,claude monet,0.13972610410490913,0.42179385781769013,-1,1
Impressionism/valentin-serov_mika-morozov-1901.jpg,valentin serov,0.11598455787828361,0.35012479899982846,-1,1
Impressionism/pierre-auguste-renoir_young-girl-reading-1904.jpg,pierre auguste renoir,0.08171791214917319,0.24668342139080546,1,0
Impressionism/camille-pissarro_road-at-eragny-winter-1885.jpg,camille pissarro,0.1754046944880708,0.5294974997077683,-1,1
Impressionism/childe-hassam_flower-store-and-dairy-store.jpg,childe hassam,0.18496582818361512,0.558359876515515,-1,1
Impressionism/willard-metcalf_gloucester-harbour-sun.jpg,willard metcalf,0.224357801126095,0.677273177225478,-1,1
