filename,artist,gmm_neg_loglik,gmm_anomaly_score
Impressionism/claude-monet_water-lily-pond-at-giverny-1919.jpg,claude monet,-81.22192745561271,0.38075236758423964
Impressionism/claude-monet_dandelions.jpg,claude monet,-65.70930561435088,0.6843195136574722
Impressionism/claude-monet_the-tea-set.jpg,claude monet,-83.16187404924234,0.3427894714994387
Impressionism/edgar-degas_seated-bather-1899.jpg,edgar degas,-80.80831074964124,0.38884645021481057
Impressionism/victor-brauner_theo-brauner.jpg,victor brauner,-78.88579899581941,0.4264681631896989
Impressionism/claude-monet_cliffs-near-pourville.jpg,claude monet,-85.4260307397128,0.2984820944601475
Impressionism/cornelis-vreedenburgh_view-on-the-amstel.jpg,cornelis vreedenburgh,-81.35564223540419,0.3781356974620337
Impressionism/edouard-manet_lady-in-a-fur.jpg,edouard manet,-81.42042212058665,0.37686801717761625
Impressionism/claude-monet_zuiderkerk-in-amsterdam.jpg,claude monet,-83.19713164915574,0.34209951405107036
Impressionism/william-merritt-chase_sunlight-and-shadow-shinnecock-hills.jpg,william merritt chase,-79.25616693968264,0.41922041739494764
Impressionism/pierre-auguste-renoir_the-swimmer-sitting.jpg,pierre auguste renoir,-91.7842996290918,0.17405686444641802
Impressionism/guy-rose_the-bridge-at-vernon.jpg,guy rose,-72.46059810361824,0.5522031883680115
Impressionism/santiago-rusinol_la-butte.jpg,santiago rusinol,-69.03167636906518,0.6193039013047539
Impressionism/edgar-degas_the-tub-1886-1.jpg,edgar degas,-73.9035439790889,0.5239661201382132
Impressionism/childe-hassam_lady-in-the-park-aka-in-the-garden.jpg,childe hassam,-76.52352276926901,0.47269564553721033
Impressionism/camille-pissarro_pink-peonies-1873.jpg,camille pissarro,-80.78672190587682,0.38926892320201084
Impressionism/wilhelm-leibl_m-dchen-am-fenster-1899.jpg,wilhelm leibl,-88.37618331312544,0.24075043527605242
Impressionism/nicolae-vermont_reading-1919.jpg,nicolae vermont,-84.50214766562208,0.316561601005011
Impressionism/max-slevogt_the-dancer-marietta-di-rigardo.jpg,max slevogt,-87.2395622702053,0.26299302003682307
Impressionism/zinaida-serebriakova_in-the-studio-braz-france-1906.jpg,zinaida serebriakova,-86.58904165781249,0.27572308512747273
Impressionism/pierre-auguste-renoir_wilhelm-muhlfeld-1910.jpg,pierre auguste renoir,-93.30325607540469,0.14433234217447985
Impressionism/robert-julian-onderdonk_hudson-river-view-1912.jpg,robert julian onderdonk,-88.56016133363283,0.23715016169257092
Impressionism/giuseppe-de-nittis_breakfast-in-the-garden-1883.jpg,giuseppe de nittis,-67.55305137060904,0.6482391757855607
Impressionism/camille-pissarro_old-wingrower-in-moret-1902.jpg,camille pissarro,-83.74641315099652,0.33135060135205097
Impressionism/pierre-auguste-renoir_algerian-woman-seated-1882.jpg,pierre auguste renoir,-89.08893755907008,0.22680251760571535
Impressionism/pierre-auguste-renoir_roses-in-a-vase-1917.jpg,pierre auguste renoir,-88.54745900300105,0.2373987341323446
Impressionism/eugene-boudin_laundresses-on-the-banks-of-the-touques-1.jpg,eugene boudin,-82.84137288239839,0.34906137224758754
Impressionism/alfred-sisley_the-island-of-saint-denis-1872.jpg,alfred sisley,-78.43173536038191,0.4353537534758467
Impressionism/nicolae-vermont_summer-day-1895.jpg,nicolae vermont,-81.22275797831234,0.38073611505077004
Impressionism/pierre-auguste-renoir_girl-and-cat-1882.jpg,pierre auguste renoir,-76.27767701252755,0.4775066114404537
Impressionism/pierre-auguste-renoir_marie-louise-durand-ruel-1898.jpg,pierre auguste renoir,-87.36897840246726,0.26046047032803665
Impressionism/john-henry-twachtman_the-portico.jpg,john henry twachtman,-72.89155792236497,0.5437697176376671
