filename,artist,painting_swd,painting_swd_norm
Impressionism/claude-monet_water-lily-pond-at-giverny-1919.jpg,claude monet,0.05683341587205014,0.4863399092542673
Impressionism/claude-monet_dandelions.jpg,claude monet,0.056384717440193494,0.4976651771031514
Impressionism/claude-monet_the-tea-set.jpg,claude monet,0.05598533677737581,0.5077456513347176
Impressionism/edgar-degas_seated-bather-1899.jpg,edgar degas,0.05444205745977847,0.5466984320812682
Impressionism/victor-brauner_theo-brauner.jpg,victor brauner,0.05136718470315062,0.6243090388889445
Impressionism/claude-monet_cliffs-near-pourville.jpg,claude monet,0.06034785156792118,0.3976346168628393
Impressionism/cornelis-vreedenburgh_view-on-the-amstel.jpg,cornelis vreedenburgh,0.05325939250619055,0.5765492102964916
Impressionism/edouard-manet_lady-in-a-fur.jpg,edouard manet,0.05885499871617836,0.43531462018934863
Impressionism/claude-monet_zuiderkerk-in-amsterdam.jpg,claude monet,0.06358880233977499,0.31583215674633336
Impressionism/william-merritt-chase_sunlight-and-shadow-shinnecock-hills.jpg,william merritt chase,0.0649317438545633,0.28193595546604244
Impressionism/pierre-auguste-renoir_the-swimmer-sitting.jpg,pierre auguste renoir,0.06367405344898103,0.3136803960589206
Impressionism/guy-rose_the-bridge-at-vernon.jpg,guy rose,0.04471785950152766,0.7921397768104325
Impressionism/santiago-rusinol_la-butte.jpg,santiago rusinol,0.04721844163933153,0.7290244180792214
Impressionism/edgar-degas_the-tub-1886-1.jpg,edgar degas,0.055678056978535596,0.51550147524526
Impressionism/childe-hassam_lady-in-the-park-aka-in-the-garden.jpg,childe hassam,0.05066758836886188,0.6419670365760164
Impressionism/camille-pissarro_pink-peonies-1873.jpg,camille pissarro,0.0587933915643994,0.43686960109805495
Impressionism/wilhelm-leibl_m-dchen-am-fenster-1899.jpg,wilhelm leibl,0.06295114560918555,0.3319267823497416
Impressionism/nicolae-vermont_reading-1919.jpg,nicolae vermont,0.06042396421752933,0.39571351332803584
Impressionism/max-slevogt_the-dancer-marietta-di-rigardo.jpg,max slevogt,0.06442785379467131,0.29465427469674177
Impressionism/zinaida-serebriakova_in-the-studio-braz-france-1906.jpg,zinaida serebriakova,0.05146688534353187,0.6217925681886777
Impressionism/pierre-auguste-renoir_wilhelm-muhlfeld-1910.jpg,pierre auguste renoir,0.06457257418992737,0.29100149340065073
Impressionism/robert-julian-onderdonk_hudson-river-view-1912.jpg,robert julian onderdonk,0.05394293198003732,0.5592964920407852
Impressionism/giuseppe-de-nittis_breakfast-in-the-garden-1883.jpg,giuseppe de nittis,0.04673282061684425,0.7412816219432066
Impressionism/camille-pissarro_old-wingrower-in-moret-1902.jpg,camille pissarro,0.053867820152514984,0.5611923345597567
Impressionism/pierre-auguste-renoir_algerian-woman-seated-1882.jpg,pierre auguste renoir,0.06496642477472026,0.281060599810356
Impressionism/pierre-auguste-renoir_roses-in-a-vase-1917.jpg,pierre auguste renoir,0.06510996586600412,0.27743758446041544
Impressionism/eugene-boudin_laundresses-on-the-banks-of-the-touques-1.jpg,eugene boudin,0.05200068070044466,0.6083194313013629
Impressionism/alfred-sisley_the-island-of-saint-denis-1872.jpg,alfred sisley,0.05531016905145943,0.524787064444376
Impressionism/nicolae-vermont_summer-day-1895.jpg,nicolae vermont,0.05592325069395814,0.509312720605461
Impressionism/pierre-auguste-renoir_girl-and-cat-1882.jpg,pierre auguste renoir,0.052691818082356894,0.59087493982377
Impressionism/pierre-auguste-renoir_marie-louise-durand-ruel-1898.jpg,pierre auguste renoir,0.06445314440404774,0.29401593298454887
Impressionism/john-henry-twachtman_the-portico.jpg,john henry twachtman,0.04869132923481107,0.6918483431348943
Impressionism/camille-pissarro_the-pont-neuf-afternoon-1901.jpg,camille pissarro,0.06481699566259022,0.28483223037365213
Impressionism/childe-hassam_home-sweet-home-cottage.jpg,childe hassam,0.048438142337857995,0.6982388478040471
Impressionism/berthe-morisot_the-violin.jpg,berthe morisot,0.04936120079546911,0.6749406066460223
Impressionism/pierre-auguste-renoir_nude-arranging-her-hair-1885.jpg,pierre auguste renoir,0.06365503692098064,0.3141603782872272
Impressionism/valentin-serov_portrait-of-yevdokia-morozova-detail-1908.jpg,valentin serov,0.06237001349155798,0.3465947116769923
Impressionism/edgar-degas_alexander-and-bucephalus-detail-1861-1.jpg,edgar degas,0.05079124792097983,0.6388458365664378
Impressionism/arthur-verona_neagoe-basarab-study.jpg,arthur verona,0.05254438478930357,0.5945961953823482
Impressionism/edgar-degas_dancer-seated-study-1872.jpg,edgar degas,0.050676216925924285,0.641749249499122
Impressionism/claude-monet_boats-in-the-port-of-honfleur-1.jpg,claude monet,0.05063021695213688,0.6429103010812021
Impressionism/lovis-corinth_red-and-yellow-tulips-1918.jpg,lovis corinth,0.05641455993782417,0.496911944519858
Impressionism/istvan-nagy_little-girl-with-yellow-babushka-1917.jpg,istvan nagy,0.05389730949493599,0.5604480157079537
Impressionism/pierre-auguste-renoir_portrait-of-stephane-mallarme-1892.jpg,pierre auguste renoir,0.06040609274386424,0.3961645940801435
Impressionism/camille-pissarro_laundry-and-mill-at-osny-1884.jpg,camille pissarro,0.059135682592932476,0.42823008443122246
Impressionism/alfred-sisley_the-moret-bridge-and-mills-under-snow-1890.jpg,alfred sisley,0.051185995303250034,0.6288823075691174
Impressionism/claude-monet_customs-house-at-varengaville.jpg,claude monet,0.047089825259175794,0.7322707297478188
Impressionism/pierre-auguste-renoir_young-girls-by-the-water.jpg,pierre auguste renoir,0.054583032184868666,0.5431401924971384
Impressionism/claude-monet_river-thawing-near-vetheuil.jpg,claude monet,0.05385140564822535,0.5616066410170303
Impressionism/claude-monet_the-manneport.jpg,claude monet,0.06403276788430595,0.30462634823328893
Impressionism/valentin-serov_mika-morozov-1901.jpg,valentin serov,0.06194414868465924,0.35734365275437574
Impressionism/pierre-auguste-renoir_young-girl-reading-1904.jpg,pierre auguste renoir,0.059179780299982755,0.4271170465679085
Impressionism/camille-pissarro_road-at-eragny-winter-1885.jpg,camille pissarro,0.06388785835284296,0.3082839033775847
Impressionism/childe-hassam_flower-store-and-dairy-store.jpg,childe hassam,0.04864421395250502,0.6930375454008437
Impressionism/willard-metcalf_gloucester-harbour-sun.jpg,willard metcalf,0.06312819902315261,0.3274579070553947
Impressionism/alfred-sisley_a-ponte.jpg,alfred sisley,0.06193288243179971,0.35762801597525784
Impressionism/gustave-caillebotte_the-park-at-yerres.jpg,gustave caillebotte,0.05584676381225989,0.5112432698578269
Impressionism/giovanni-boldini_portrait-of-sarah-bernhardt-1.jpg,giovanni boldini,0.05823876711061791,0.45086846993435903
Impressionism/nikolay-bogdanov-belsky_three-boys-in-the-wood.jpg,nikolay bogdanov belsky,0.04873368835196905,0.6907791877432178
Impressionism/henri-martin_young-peasant-girl-and-her-dog.jpg,henri martin,0.04427360528719806,0.8033528714260288
Impressionism/eugene-boudin_trouville-beach-scene-1873.jpg,eugene boudin,0.06174170145520463,0.3624534747106303
Impressionism/zinaida-serebriakova_green-autumn-1908.jpg,zinaida serebriakova,0.04786354802191406,0.7127417612766542
Impressionism/mary-cassatt_a-kiss-for-baby-anne-no-3-1897.jpg,mary cassatt,0.058674591901164364,0.4398681362186856
Impressionism/john-singer-sargent_venice-sailing-boat.jpg,john singer sargent,0.0570968831653127,0.4796899246459584
Impressionism/william-merritt-chase_dorothy-1.jpg,william merritt chase,0.05881845426279268,0.4362370119197394
Impressionism/lucian-grigorescu_prim-var-la-balcic-1936.jpg,lucian grigorescu,0.045431725064393406,0.7741216199960756
Impressionism/camille-pissarro_lovers-seated-at-the-foot-of-a-willow-tree-1901.jpg,camille pissarro,0.043077350837095935,0.8335466521503496
Impressionism/pierre-auguste-renoir_seated-bather-in-a-landscape-1900.jpg,pierre auguste renoir,0.059345266881386444,0.4229401212061731
Impressionism/camille-pissarro_marketplace-gisors-1891.jpg,camille pissarro,0.04788382956976266,0.7122298496106718
Impressionism/konstantin-makovsky_portrait-of-the-girl.jpg,konstantin makovsky,0.0628736147497857,0.33388368187716855
Impressionism/edgar-degas_after-the-bath-7.jpg,edgar degas,0.05261884750408285,0.5927167366417841
Impressionism/mary-cassatt_a-woman-and-child-in-the-driving-seat-1881.jpg,mary cassatt,0.04644611622292956,0.7485181171569302
Impressionism/claude-monet_boats-at-rouen.jpg,claude monet,0.07175998605320764,0.10958930491789165
Impressionism/childe-hassam_seascape.jpg,childe hassam,0.05736639220634563,0.4728874447158101
Impressionism/alfred-sisley_the-banks-of-the-loing-1892.jpg,alfred sisley,0.05179855397482789,0.6134211636554425
Impressionism/william-merritt-chase_landscape-a-shinnecock-vale.jpg,william merritt chase,0.05831531664998436,0.44893633918577036
Impressionism/leon-dabo_on-the-hillside.jpg,leon dabo,0.04217614469782807,0.8562933349770195
Impressionism/eugene-boudin_fervaques-a-village-street-1881.jpg,eugene boudin,0.056262349432994255,0.5007537781752147
Impressionism/julian-alden-weir_the-wharves-nassau-1913.jpg,julian alden weir,0.04446660023048734,0.7984816276884763
Impressionism/frederic-remington_what-an-unbranded-cow-has-cost-1895.jpg,frederic remington,0.05701031250804634,0.4818749910776341
Impressionism/pierre-auguste-renoir_still-life-with-anemones.jpg,pierre auguste renoir,0.06196674027024355,0.35677343512108795
Impressionism/william-merritt-chase_near-the-sea-aka-shinnecock.jpg,william merritt chase,0.062145839623369975,0.3522529197777968
Impressionism/mikhail-nesterov_a-firtree-1890.jpg,mikhail nesterov,0.06145554904920998,0.3696760376023307
Impressionism/abdullah-suriosubroto_landscape-mountain.jpg,abdullah suriosubroto,0.04914695704560988,0.6803481759171364
Impressionism/eugene-boudin_rotterdam-the-pont-de-la-bourse-1876.jpg,eugene boudin,0.05471924795398296,0.5397020702285186
Impressionism/t.-c.-steele_whitewater-river.jpg,t. c. steele,0.04629128683307127,0.7524260521674644
Impressionism/claude-monet_the-church-at-varengeville.jpg,claude monet,0.060492314748550734,0.39398832773238357
Impressionism/max-liebermann_terrace-overlooking-the-flower-garden-in-wannsee-1918.jpg,max liebermann,0.04611757218183698,0.7568106562017669
Impressionism/micaela-eleutheriade_mangalia.jpg,micaela eleutheriade,0.051155821567143496,0.6296439006997063
Impressionism/edgar-degas_laundry-girls-ironing-1884-1.jpg,edgar degas,0.05593003853885404,0.5091413935935867
Impressionism/john-henry-twachtman_beach-at-squam.jpg,john henry twachtman,0.05892513775322264,0.4335442922256373
Impressionism/henri-martin_fountain-in-the-garden-at-luxembourg.jpg,henri martin,0.05616541646808467,0.5032003920099122
Impressionism/childe-hassam_marche-st-pierre-montmartre.jpg,childe hassam,0.061578351753037434,0.36657646467166927
Impressionism/joaquã­n-sorolla_reservoir-at-the-alcazin-seville-1910.jpg,joaquã­n sorolla,0.05176737680634454,0.6142080836863031
Impressionism/frits-thaulow_beaulieu.jpg,frits thaulow,0.04999192849878489,0.659020871535281
Impressionism/camille-pissarro_the-church-of-st-jacques-in-dieppe-morning-sun-1901.jpg,camille pissarro,0.06664023816802715,0.23881310424900193
Impressionism/theodor-pallady_orange-coat.jpg,theodor pallady,0.05037390874360883,0.6493795884852981
Impressionism/claude-monet_beach-and-cliffs-at-pourville-morning-effect.jpg,claude monet,0.061816439928481584,0.36056705575218684
