filename,artist,ae_recon_error,ae_anomaly_score
Realism/vasily-polenov_winter-imochentsy-1880.jpg,vasily polenov,0.0048719216,0.40445966
Realism/ivan-vladimirov_the-soldier-on-the-position-1916.jpg,ivan vladimirov,0.0060539152,0.52042323
Realism/aleksey-savrasov_type-of-kiev-from-the-dnieper-to-the-pechersk-lavra-1852.jpg,aleksey savrasov,0.004504774,0.36843938
Realism/salvador-dali_portrait-of-the-marquis-de-cuevas.jpg,salvador dali,0.0020978702,0.13230164
Realism/constantin-stahi_queen-elizabeth-and-princess-m-rioara-1877.jpg,constantin stahi,0.0031094872,0.23154986
Realism/viktor-vasnetsov_pond-in-ochtir-1880.jpg,viktor vasnetsov,0.002274841,0.14966398
Realism/pavel-fedotov_andrey-grigoriy-and-alexander-druzhinin.jpg,pavel fedotov,0.0036444145,0.28403077
Realism/henri-fantin-latour_daisies-1872.jpg,henri fantin latour,0.0035821232,0.27791947
Realism/john-singer-sargent_mrs-walter-bacon-virginia-purdy-barker-1896.jpg,john singer sargent,0.0018505635,0.10803874
Realism/jean-francois-millet_puy-de-dome.jpg,jean francois millet,0.0040727784,0.3260569
Realism/david-burliuk_an-actor-1938.jpg,david burliuk,0.0029975178,0.22056471
Impressionism/wilhelm-leibl_strickende-m-dchen-auf-der-ofenbank-1895.jpg,wilhelm leibl,0.002319699,0.15406492
Realism/vincent-van-gogh_scheveningen-road-1882.jpg,vincent van gogh,0.0025897187,0.18055616
Realism/nicholas-roerich_skulls-1901.jpg,nicholas roerich,0.0028849556,0.20952141
Realism/vasily-surikov_fourth-ecumenical-council-of-chalcedon-1876.jpg,vasily surikov,0.00396489,0.31547213
Realism/vasily-vereshchagin_letter-remained-unfinished-1901.jpg,vasily vereshchagin,0.0033994166,0.2599944
Realism/ivan-shishkin_pine-forest-1885-1.jpg,ivan shishkin,0.0013169927,0.05569092
Realism/ivan-shishkin_pines-1892.jpg,ivan shishkin,0.0021993287,0.14225559
Realism/charles-francois-daubigny_the-banks-of-the-oise-1877.jpg,charles francois daubigny,0.0030460944,0.2253305
Realism/alexey-bogolyubov_view-of-moscow-from-the-house-of-g-i-chludov-1878.jpg,alexey bogolyubov,0.0027428204,0.19557674
Realism/thomas-eakins_anatomical-studies.jpg,thomas eakins,0.005101578,0.42699087
Realism/vincent-van-gogh_vase-with-flowers.jpg,vincent van gogh,0.0042379783,0.3422644
Realism/vincent-van-gogh_still-life-with-scabiosa-and-ranunculus-1886.jpg,vincent van gogh,0.0027976963,0.20096053
Realism/john-singer-sargent_my-dining-room.jpg,john singer sargent,0.0031372053,0.23426925
Realism/vincent-van-gogh_church-pew-with-worshippers-1882(1).jpg,vincent van gogh,0.002008849,0.12356792
Realism/james-tissot_in-church.jpg,james tissot,0.0031194198,0.23252434
Realism/isaac-levitan_at-twilight-river-istra-1885.jpg,isaac levitan,0.0031649333,0.2369896
Impressionism/theo-van-rysselberghe_spaarnwoude-island-1883.jpg,theo van rysselberghe,0.0028840736,0.20943488
Realism/vincent-van-gogh_still-life-with-basket-of-apples-1885.jpg,vincent van gogh,0.0038568482,0.30487233
Realism/boris-kustodiev_portrait-of-elizabeth-pushkina.jpg,boris kustodiev,0.0019029604,0.11317932
Realism/odilon-redon_wildflowers-in-a-long-necked-vase.jpg,odilon redon,0.003003562,0.22115771
Realism/john-singer-sargent_mrs-ernest-g-raphael-florence-cecilia-sassoon-1905.jpg,john singer sargent,0.0032055047,0.24097
