filename,artist,gmm_neg_loglik,gmm_anomaly_score
Realism/vasily-polenov_winter-imochentsy-1880.jpg,vasily polenov,-68.93362159390159,0.5395705290284302
Realism/ivan-vladimirov_the-soldier-on-the-position-1916.jpg,ivan vladimirov,-73.05152643397768,0.4812293872244968
Realism/aleksey-savrasov_type-of-kiev-from-the-dnieper-to-the-pechersk-lavra-1852.jpg,aleksey savrasov,-82.54371381484403,0.346747151348838
Realism/salvador-dali_portrait-of-the-marquis-de-cuevas.jpg,salvador dali,-81.02107073496222,0.36831946525362474
Realism/constantin-stahi_queen-elizabeth-and-princess-m-rioara-1877.jpg,constantin stahi,-86.76252047161347,0.2869764652925239
Realism/viktor-vasnetsov_pond-in-ochtir-1880.jpg,viktor vasnetsov,-94.97757300059776,0.17058826227825086
Realism/pavel-fedotov_andrey-grigoriy-and-alexander-druzhinin.jpg,pavel fedotov,-78.9330394135957,0.3979020166096799
Realism/henri-fantin-latour_daisies-1872.jpg,henri fantin latour,-98.32333904172002,0.12318653284822069
Realism/john-singer-sargent_mrs-walter-bacon-virginia-purdy-barker-1896.jpg,john singer sargent,-88.46943133656524,0.26279350510129584
Realism/jean-francois-millet_puy-de-dome.jpg,jean francois millet,-72.05391824112607,0.49536317693170295
Realism/david-burliuk_an-actor-1938.jpg,david burliuk,-87.97486889090963,0.2698003056208437
Impressionism/wilhelm-leibl_strickende-m-dchen-auf-der-ofenbank-1895.jpg,wilhelm leibl,-80.61714738167203,0.374042120474523
Realism/vincent-van-gogh_scheveningen-road-1882.jpg,vincent van gogh,-82.15528900881434,0.35225022817280965
Realism/nicholas-roerich_skulls-1901.jpg,nicholas roerich,-88.2982860183178,0.2652182365287391
Realism/vasily-surikov_fourth-ecumenical-council-of-chalcedon-1876.jpg,vasily surikov,-80.5700985083532,0.37470869367050735
Realism/vasily-vereshchagin_letter-remained-unfinished-1901.jpg,vasily vereshchagin,-67.29236025171697,0.5628233880478576
Realism/ivan-shishkin_pine-forest-1885-1.jpg,ivan shishkin,-101.9128632279998,0.07233131698156961
Realism/ivan-shishkin_pines-1892.jpg,ivan shishkin,-96.44072266744996,0.14985883177673764
Realism/charles-francois-daubigny_the-banks-of-the-oise-1877.jpg,charles francois daubigny,-84.60217560288044,0.3175835315621332
Realism/alexey-bogolyubov_view-of-moscow-from-the-house-of-g-i-chludov-1878.jpg,alexey bogolyubov,-83.77935567384858,0.3292409777691375
Realism/thomas-eakins_anatomical-studies.jpg,thomas eakins,-77.24299383315889,0.42184603491330647
Realism/vincent-van-gogh_vase-with-flowers.jpg,vincent van gogh,-97.76402013159712,0.13111078197887774
Realism/vincent-van-gogh_still-life-with-scabiosa-and-ranunculus-1886.jpg,vincent van gogh,-86.5948340306113,0.28935219246763855
Realism/john-singer-sargent_my-dining-room.jpg,john singer sargent,-79.75251134279061,0.38629200377980105
Realism/vincent-van-gogh_church-pew-with-worshippers-1882(1).jpg,vincent van gogh,-89.3675241073779,0.2500696176561209
Realism/james-tissot_in-church.jpg,james tissot,-81.58486962592767,0.3603317452056531
Realism/isaac-levitan_at-twilight-river-istra-1885.jpg,isaac levitan,-88.43241072309884,0.26331800116028486
Impressionism/theo-van-rysselberghe_spaarnwoude-island-1883.jpg,theo van rysselberghe,-86.60475113561728,0.2892116901364997
Realism/vincent-van-gogh_still-life-with-basket-of-apples-1885.jpg,vincent van gogh,-90.44237807387996,0.2348414348511345
Realism/boris-kustodiev_portrait-of-elizabeth-pushkina.jpg,boris kustodiev,-83.45339425186535,0.33385909360257293
Realism/odilon-redon_wildflowers-in-a-long-necked-vase.jpg,odilon redon,-94.31348452576029,0.17999685266231977
Realism/john-singer-sargent_mrs-ernest-g-raphael-florence-cecilia-sassoon-1905.jpg,john singer sargent,-78.87609798348018,0.398708744345726
Realism/vasily-vereshchagin_retired-butler-1888.jpg,vasily vereshchagin,-96.72071072213237,0.14589205171842726
Realism/william-adolphe-bouguereau_psyche-and-amour-1889.jpg,william adolphe bouguereau,-79.70567292480092,0.38695559531285795
Realism/mihaly-munkacsy_milton-1878.jpg,mihaly munkacsy,-84.56409416285688,0.3181230570681358
Realism/ivan-shishkin_cape-ai-todor-crimea-1879.jpg,ivan shishkin,-87.41846894612176,0.27768319979621514
Realism/ilya-repin_street-in-tiflis-1881.jpg,ilya repin,-87.09047730528032,0.2823300791127566
Realism/henri-fantin-latour_vase-of-peonies-1875.jpg,henri fantin latour,-100.8300052439173,0.08767289811478271
Realism/vincent-van-gogh_the-potato-eaters-1885-1.jpg,vincent van gogh,-76.96653407871439,0.4257628271568177
Realism/ilya-repin_zaporozhets.jpg,ilya repin,-79.61743013702913,0.38820579054429344
Realism/ivan-kramskoy_portrait-of-the-photographer-andrey-denier-1883.jpg,ivan kramskoy,-74.06047726410347,0.46693489870676874
Realism/volodymyr-orlovsky_sunset-over-the-river-1890.jpg,volodymyr orlovsky,-86.25695939624391,0.29413909083491974
Realism/camille-corot_the-bridge-at-nantes-1870.jpg,camille corot,-73.7626516155571,0.4711543960165635
Realism/isaac-levitan_landscare-distant-view.jpg,isaac levitan,-72.7954368853245,0.484857580991161
Realism/arkhip-kuindzhi_forgotten-village-1873.jpg,arkhip kuindzhi,-86.6766958665418,0.28819240049481964
Realism/vasily-surikov_the-good-samaritan-1874.jpg,vasily surikov,-88.05002575290311,0.2687355075467291
Realism/john-singer-sargent_nude-1.jpg,john singer sargent,-89.083540715219,0.254093002361533
Realism/vasily-surikov_wanderer.jpg,vasily surikov,-97.14318087609581,0.13990663143371385
Realism/vasily-perov_shy-girl-study-for-the-painting-the-janitor-who-gives-an-apartment-to-her-mistress-1864.jpg,vasily perov,-92.4269527088994,0.20672462431307964
Realism/edgar-degas_a-roman-beggar-woman-1857.jpg,edgar degas,-77.00248045072098,0.4252535506028372
Impressionism/vasily-surikov_maria-s-head.jpg,vasily surikov,-91.21809379312982,0.2238513458291988
Realism/vasily-surikov_head-of-khakasy-1893.jpg,vasily surikov,-86.02783034538977,0.2973853170024567
Impressionism/frederic-remington_what-an-unbranded-cow-has-cost-1895.jpg,frederic remington,-73.53774247705768,0.47434083583287384
Realism/vasily-perov_court-pugacheva-1875.jpg,vasily perov,-85.05245437937363,0.31120412772185274
Realism/vincent-van-gogh_still-life-with-clogs-and-pots-1884.jpg,vincent van gogh,-84.87995861581894,0.3136479918209406
Realism/theodore-rousseau_not_detected_198951.jpg,theodore rousseau,-86.69674333627952,0.28790837443783174
Realism/pyotr-konchalovsky_in-the-cathedral-of-yuryev-abbot-bessarion-1926.jpg,pyotr konchalovsky,-68.99287713439767,0.5387310157261542
Realism/thomas-eakins_mrs-richard-day.jpg,thomas eakins,-96.76958015886055,0.14519968536981961
Realism/camille-corot_the-lac-de-nemi.jpg,camille corot,-77.01905708863109,0.42501869816682797
Realism/ilya-repin_n-wentzell-1879.jpg,ilya repin,-89.64781055027161,0.2460986101302938
Realism/edouard-manet_polichinelle-1873.jpg,edouard manet,-71.6975306206859,0.5004123612884941
Realism/aleksey-savrasov_type-in-the-swiss-alps-mount-small-ruhen-1862.jpg,aleksey savrasov,-85.25805058008687,0.3082913073517881
