filename,artist,hdbscan_raw_score,hdbscan_anomaly_score,hdbscan_label,hdbscan_noise
Realism/vasily-polenov_winter-imochentsy-1880.jpg,vasily polenov,0.2983189210508574,0.7662532456372189,-1,1
Realism/ivan-vladimirov_the-soldier-on-the-position-1916.jpg,ivan vladimirov,0.2389781338798593,0.6138322372470304,-1,1
Realism/aleksey-savrasov_type-of-kiev-from-the-dnieper-to-the-pechersk-lavra-1852.jpg,aleksey savrasov,0.19078618733243652,0.49004781443717876,-1,1
Realism/salvador-dali_portrait-of-the-marquis-de-cuevas.jpg,salvador dali,0.0,0.0,1,0
Realism/constantin-stahi_queen-elizabeth-and-princess-m-rioara-1877.jpg,constantin stahi,0.11766473110488561,0.30223018301537297,-1,1
Realism/viktor-vasnetsov_pond-in-ochtir-1880.jpg,viktor vasnetsov,0.17766341483405942,0.4563410452412482,-1,1
Realism/pavel-fedotov_andrey-grigoriy-and-alexander-druzhinin.jpg,pavel fedotov,0.15250663909866705,0.39172408769424166,-1,1
Realism/henri-fantin-latour_daisies-1872.jpg,henri fantin latour,0.11439508373205383,0.29383186251094057,-1,1
Realism/john-singer-sargent_mrs-walter-bacon-virginia-purdy-barker-1896.jpg,john singer sargent,0.0,0.0,0,0
Realism/jean-francois-millet_puy-de-dome.jpg,jean francois millet,0.24508682883202088,0.6295228522345507,-1,1
Realism/david-burliuk_an-actor-1938.jpg,david burliuk,0.04163709370411639,0.1069478197269328,1,0
Impressionism/wilhelm-leibl_strickende-m-dchen-auf-der-ofenbank-1895.jpg,wilhelm leibl,0.08467083109758466,0.21748301753969002,-1,1
Realism/vincent-van-gogh_scheveningen-road-1882.jpg,vincent van gogh,0.15264687115723752,0.39208428365379894,-1,1
Realism/nicholas-roerich_skulls-1901.jpg,nicholas roerich,0.04199980281586465,0.10787946373100829,1,0
Realism/vasily-surikov_fourth-ecumenical-council-of-chalcedon-1876.jpg,vasily surikov,0.1619706663870644,0.4160331110742819,-1,1
Realism/vasily-vereshchagin_letter-remained-unfinished-1901.jpg,vasily vereshchagin,0.13187341214041673,0.33872618508372193,-1,1
Realism/ivan-shishkin_pine-forest-1885-1.jpg,ivan shishkin,0.14727201842623183,0.3782785943081572,-1,1
Realism/ivan-shishkin_pines-1892.jpg,ivan shishkin,0.22446020645254094,0.5765419139516742,-1,1
Realism/charles-francois-daubigny_the-banks-of-the-oise-1877.jpg,charles francois daubigny,0.14692943309870052,0.3773986396669837,-1,1
Realism/alexey-bogolyubov_view-of-moscow-from-the-house-of-g-i-chludov-1878.jpg,alexey bogolyubov,0.16119691857665355,0.4140456851043049,-1,1
Realism/thomas-eakins_anatomical-studies.jpg,thomas eakins,0.15465166824823065,0.3972337467599479,-1,1
Realism/vincent-van-gogh_vase-with-flowers.jpg,vincent van gogh,0.17071121376159407,0.4384838251315289,-1,1
Realism/vincent-van-gogh_still-life-with-scabiosa-and-ranunculus-1886.jpg,vincent van gogh,0.21758754788155013,0.5588890043821858,-1,1
Realism/john-singer-sargent_my-dining-room.jpg,john singer sargent,0.1951038524436348,0.5011380426177313,-1,1
Realism/vincent-van-gogh_church-pew-with-worshippers-1882(1).jpg,vincent van gogh,0.0056251707222890615,0.01444864880857702,1,0
Realism/james-tissot_in-church.jpg,james tissot,0.06718166555795195,0.17256085902884735,-1,1
Realism/isaac-levitan_at-twilight-river-istra-1885.jpg,isaac levitan,0.1374888642551379,0.35314987096146727,-1,1
Impressionism/theo-van-rysselberghe_spaarnwoude-island-1883.jpg,theo van rysselberghe,0.1588423934517648,0.40799792081055825,-1,1
Realism/vincent-van-gogh_still-life-with-basket-of-apples-1885.jpg,vincent van gogh,0.20989828381992964,0.5391385858602112,-1,1
Realism/boris-kustodiev_portrait-of-elizabeth-pushkina.jpg,boris kustodiev,0.08475854249405256,0.2177083104644101,-1,1
Realism/odilon-redon_wildflowers-in-a-long-necked-vase.jpg,odilon redon,0.12685882695215045,0.3258458683994902,-1,1
Realism/john-singer-sargent_mrs-ernest-g-raphael-florence-cecilia-sassoon-1905.jpg,john singer sargent,0.07973633023099796,0.2048084030992029,-1,1
Realism/vasily-vereshchagin_retired-butler-1888.jpg,vasily vereshchagin,0.0,0.0,0,0
Realism/william-adolphe-bouguereau_psyche-and-amour-1889.jpg,william adolphe bouguereau,0.12537591560094455,0.32203690572340143,-1,1
Realism/mihaly-munkacsy_milton-1878.jpg,mihaly munkacsy,0.07684344630506745,0.19737782615259986,-1,1
Realism/ivan-shishkin_cape-ai-todor-crimea-1879.jpg,ivan shishkin,0.14506608378164645,0.3726124951712909,-1,1
Realism/ilya-repin_street-in-tiflis-1881.jpg,ilya repin,0.16602805281146754,0.4264547950410635,-1,1
Realism/henri-fantin-latour_vase-of-peonies-1875.jpg,henri fantin latour,0.08712312578861042,0.22378190987825897,-1,1
Realism/vincent-van-gogh_the-potato-eaters-1885-1.jpg,vincent van gogh,0.14533894657437071,0.3733133625510806,-1,1
Realism/ilya-repin_zaporozhets.jpg,ilya repin,0.19386824873170683,0.4979643071025617,-1,1
Realism/ivan-kramskoy_portrait-of-the-photographer-andrey-denier-1883.jpg,ivan kramskoy,0.2499633826794376,0.6420486256583247,-1,1
Realism/volodymyr-orlovsky_sunset-over-the-river-1890.jpg,volodymyr orlovsky,0.11052600715495439,0.28389386570410724,-1,1
Realism/camille-corot_the-bridge-at-nantes-1870.jpg,camille corot,0.25431988017822177,0.6532385975725926,-1,1
Realism/isaac-levitan_landscare-distant-view.jpg,isaac levitan,0.2537815090319401,0.6518557532101144,-1,1
Realism/arkhip-kuindzhi_forgotten-village-1873.jpg,arkhip kuindzhi,0.0,0.0,1,0
Realism/vasily-surikov_the-good-samaritan-1874.jpg,vasily surikov,0.12111090119855168,0.31108191461183904,-1,1
Realism/john-singer-sargent_nude-1.jpg,john singer sargent,0.14545214023502323,0.3736041084734479,-1,1
Realism/vasily-surikov_wanderer.jpg,vasily surikov,0.0,0.0,1,0
Realism/vasily-perov_shy-girl-study-for-the-painting-the-janitor-who-gives-an-apartment-to-her-mistress-1864.jpg,vasily perov,0.08600583462199124,0.2209120685027004,-1,1
Realism/edgar-degas_a-roman-beggar-woman-1857.jpg,edgar degas,0.11426732150642169,0.2935036961991438,-1,1
Impressionism/vasily-surikov_maria-s-head.jpg,vasily surikov,0.07553850011129042,0.1940259795689461,-1,1
Realism/vasily-surikov_head-of-khakasy-1893.jpg,vasily surikov,0.20997857134735548,0.5393448100522856,-1,1
Impressionism/frederic-remington_what-an-unbranded-cow-has-cost-1895.jpg,frederic remington,0.22159376079477994,0.5691792455665615,-1,1
Realism/vasily-perov_court-pugacheva-1875.jpg,vasily perov,0.10192035425099011,0.2617896376341558,-1,1
Realism/vincent-van-gogh_still-life-with-clogs-and-pots-1884.jpg,vincent van gogh,0.16585436553841698,0.4260086669971833,-1,1
Realism/theodore-rousseau_not_detected_198951.jpg,theodore rousseau,0.1297697622304433,0.3333228115212157,-1,1
Realism/pyotr-konchalovsky_in-the-cathedral-of-yuryev-abbot-bessarion-1926.jpg,pyotr konchalovsky,0.24335697036966056,0.6250795884395244,-1,1
Realism/thomas-eakins_mrs-richard-day.jpg,thomas eakins,0.04965972962689622,0.12755452745013415,-1,1
Realism/camille-corot_the-lac-de-nemi.jpg,camille corot,0.25412312610583565,0.6527332208233501,-1,1
Realism/ilya-repin_n-wentzell-1879.jpg,ilya repin,0.09833955409122046,0.25259209919195286,-1,1
Realism/edouard-manet_polichinelle-1873.jpg,edouard manet,0.13727115305271345,0.3525906643416469,-1,1
Realism/aleksey-savrasov_type-in-the-swiss-alps-mount-small-ruhen-1862.jpg,aleksey savrasov,0.26718618446047543,0.6862866100181464,-1,1
Realism/vasily-polenov_what-people-think-about-me.jpg,vasily polenov,0.22926343135823382,0.5888793368028559,-1,1
Realism/vladimir-makovsky_at-the-boulevard-1887.jpg,vladimir makovsky,0.28641236162018835,0.7356704057154855,-1,1
Realism/vincent-van-gogh_woman-with-shawl-sewing-1883.jpg,vincent van gogh,0.0,0.0,1,0
Realism/pyotr-konchalovsky_lilacs.jpg,pyotr konchalovsky,0.21877973448008622,0.5619512199711787,-1,1
Realism/henry-herbert-la-thangue_study-of-the-bust-of-a-young-cornishwoman-with-a-window-behind.jpg,henry herbert la thangue,0.13620679384293657,0.34985678244055096,-1,1
Realism/camille-corot_marshy-pastures.jpg,camille corot,0.208158768624956,0.5346705180645497,-1,1
Realism/edouard-manet_portrait-of-emile-zola-1868.jpg,edouard manet,0.0,0.0,0,0
Realism/henri-fantin-latour_flowers-roses-1883-1.jpg,henri fantin latour,0.19986513561238742,0.5133677351514898,-1,1
Realism/vincent-van-gogh_sien-s-mother-s-house-closer-view-1882.jpg,vincent van gogh,0.18447472391244393,0.47383637430038156,-1,1
Realism/camille-corot_voltarra-the-citadel-1834.jpg,camille corot,0.12386898680461313,0.3181662525410098,-1,1
Realism/arthur-segal_the-artist-in-the-studio.jpg,arthur segal,0.15457414967936553,0.39703463483375556,-1,1
Realism/vasily-surikov_head-of-girl-portrait-of-z-s-khaminova-1908.jpg,vasily surikov,0.25792122565986825,0.6624889081269878,-1,1
Realism/vincent-van-gogh_head-of-a-woman.jpg,vincent van gogh,0.12997605484716582,0.3338526886961458,-1,1
Realism/ivan-shishkin_alley-of-the-summer-garden-in-st-petersburg-1869.jpg,ivan shishkin,0.2495745252110049,0.6410498177509106,-1,1
Realism/vincent-van-gogh_two-hands-2.jpg,vincent van gogh,0.18158705389428742,0.4664191896446202,-1,1
Realism/ilya-repin_old-farmer-1885.jpg,ilya repin,0.2991778137227621,0.7684593722053316,-1,1
Realism/isaac-levitan_the-lake-eventide.jpg,isaac levitan,0.242115546574979,0.6218909036302097,-1,1
Realism/vasily-perov_yaroslavna-s-lament-1881.jpg,vasily perov,0.23609300929552135,0.6064215907180434,-1,1
Realism/vincent-van-gogh_sien-sewing-half-figure-1883-1.jpg,vincent van gogh,0.04163709370411639,0.1069478197269328,1,0
Realism/anders-zorn_way-to-the-church.jpg,anders zorn,0.08198005743118585,0.21057157508779886,-1,1
Realism/mikhail-nesterov_portrait-of-maxim-gorky-1901.jpg,mikhail nesterov,0.0,0.0,0,0
Realism/isaac-levitan_spring-in-the-village.jpg,isaac levitan,0.1930034800360386,0.49574308755186386,-1,1
Realism/isaac-levitan_the-last-rays-of-the-sun-a-lake-1899.jpg,isaac levitan,0.2414660203928056,0.6202225496972325,-1,1
Realism/james-tissot_a-luncheon-1868.jpg,james tissot,0.18583707552255385,0.47733567075555966,-1,1
Realism/fyodor-vasilyev_peasant-s-house.jpg,fyodor vasilyev,0.16079931767772723,0.4130244190773383,-1,1
Realism/martin-johnson-heade_portrait-of-a-man-1840.jpg,martin johnson heade,0.21338498052401986,0.5480944129215669,-1,1
Realism/klavdy-lebedev_spat-on-the-terrace.jpg,klavdy lebedev,0.2013418153806326,0.5171606915660506,-1,1
Realism/frits-thaulow_in-the-elbank-hamburg.jpg,frits thaulow,0.20458201547193341,0.5254833746453783,-1,1
Realism/boris-kustodiev_portrait-of-vasily-vasilyevich-mate.jpg,boris kustodiev,0.11564351316357749,0.29703854179391825,-1,1
Realism/ilya-repin_admiralty-1869.jpg,ilya repin,0.13005119090716058,0.33404568097981513,-1,1
Realism/vincent-van-gogh_interior-with-peasant-woman-sewing-1885-2.jpg,vincent van gogh,0.0,0.0,1,0
Realism/ivan-shishkin_forest-stream-1874.jpg,ivan shishkin,0.14727201842623183,0.3782785943081572,-1,1
