filename,artist,ae_recon_error,ae_anomaly_score
Realism/vasily-polenov_winter-imochentsy-1880.jpg,vasily polenov,0.033756137,0.12769271
Realism/ivan-vladimirov_the-soldier-on-the-position-1916.jpg,ivan vladimirov,0.063590005,0.29713434
Realism/aleksey-savrasov_type-of-kiev-from-the-dnieper-to-the-pechersk-lavra-1852.jpg,aleksey savrasov,0.02737178,0.09143271
Realism/salvador-dali_portrait-of-the-marquis-de-cuevas.jpg,salvador dali,0.024829036,0.07699119
Realism/constantin-stahi_queen-elizabeth-and-princess-m-rioara-1877.jpg,constantin stahi,0.03884182,0.15657689
Realism/viktor-vasnetsov_pond-in-ochtir-1880.jpg,viktor vasnetsov,0.033781093,0.12783445
Realism/pavel-fedotov_andrey-grigoriy-and-alexander-druzhinin.jpg,pavel fedotov,0.035107967,0.13537043
Realism/henri-fantin-latour_daisies-1872.jpg,henri fantin latour,0.035487257,0.13752462
Realism/john-singer-sargent_mrs-walter-bacon-virginia-purdy-barker-1896.jpg,john singer sargent,0.032975547,0.12325935
Realism/jean-francois-millet_puy-de-dome.jpg,jean francois millet,0.049952745,0.21968146
Realism/david-burliuk_an-actor-1938.jpg,david burliuk,0.030156061,0.107246056
Impressionism/wilhelm-leibl_strickende-m-dchen-auf-der-ofenbank-1895.jpg,wilhelm leibl,0.038430896,0.15424304
Realism/vincent-van-gogh_scheveningen-road-1882.jpg,vincent van gogh,0.031772707,0.11642781
Realism/nicholas-roerich_skulls-1901.jpg,nicholas roerich,0.039187506,0.1585402
Realism/vasily-surikov_fourth-ecumenical-council-of-chalcedon-1876.jpg,vasily surikov,0.049158536,0.21517073
Realism/vasily-vereshchagin_letter-remained-unfinished-1901.jpg,vasily vereshchagin,0.04418844,0.18694304
Realism/ivan-shishkin_pine-forest-1885-1.jpg,ivan shishkin,0.017356906,0.034553185
Realism/ivan-shishkin_pines-1892.jpg,ivan shishkin,0.023425344,0.069018915
Realism/charles-francois-daubigny_the-banks-of-the-oise-1877.jpg,charles francois daubigny,0.031012481,0.112110116
Realism/alexey-bogolyubov_view-of-moscow-from-the-house-of-g-i-chludov-1878.jpg,alexey bogolyubov,0.03183817,0.116799615
Realism/thomas-eakins_anatomical-studies.jpg,thomas eakins,0.04321493,0.18141398
Realism/vincent-van-gogh_vase-with-flowers.jpg,vincent van gogh,0.04905475,0.21458128
Realism/vincent-van-gogh_still-life-with-scabiosa-and-ranunculus-1886.jpg,vincent van gogh,0.03323287,0.12472082
Realism/john-singer-sargent_my-dining-room.jpg,john singer sargent,0.03345046,0.12595661
Realism/vincent-van-gogh_church-pew-with-worshippers-1882(1).jpg,vincent van gogh,0.049498893,0.2171038
Realism/james-tissot_in-church.jpg,james tissot,0.028491577,0.097792625
Realism/isaac-levitan_at-twilight-river-istra-1885.jpg,isaac levitan,0.020449985,0.052120343
Impressionism/theo-van-rysselberghe_spaarnwoude-island-1883.jpg,theo van rysselberghe,0.027503215,0.0921792
Realism/vincent-van-gogh_still-life-with-basket-of-apples-1885.jpg,vincent van gogh,0.042081565,0.17497703
Realism/boris-kustodiev_portrait-of-elizabeth-pushkina.jpg,boris kustodiev,0.0311152,0.112693496
Realism/odilon-redon_wildflowers-in-a-long-necked-vase.jpg,odilon redon,0.05762288,0.26324403
Realism/john-singer-sargent_mrs-ernest-g-raphael-florence-cecilia-sassoon-1905.jpg,john singer sargent,0.046207014,0.19840755
Realism/vasily-vereshchagin_retired-butler-1888.jpg,vasily vereshchagin,0.014532635,0.018512718
Realism/william-adolphe-bouguereau_psyche-and-amour-1889.jpg,william adolphe bouguereau,0.03229634,0.11940179
Realism/mihaly-munkacsy_milton-1878.jpg,mihaly munkacsy,0.056594428,0.25740293
Realism/ivan-shishkin_cape-ai-todor-crimea-1879.jpg,ivan shishkin,0.013724984,0.013925658
