filename,artist,ks_mean_d,ks_n_sig
Realism/vasily-polenov_winter-imochentsy-1880.jpg,vasily polenov,0.2598698412698413,8
Realism/ivan-vladimirov_the-soldier-on-the-position-1916.jpg,ivan vladimirov,0.27545079365079367,13
Realism/aleksey-savrasov_type-of-kiev-from-the-dnieper-to-the-pechersk-lavra-1852.jpg,aleksey savrasov,0.28933333333333333,13
Realism/salvador-dali_portrait-of-the-marquis-de-cuevas.jpg,salvador dali,0.28898730158730157,9
Realism/constantin-stahi_queen-elizabeth-and-princess-m-rioara-1877.jpg,constantin stahi,0.27959999999999996,15
Realism/viktor-vasnetsov_pond-in-ochtir-1880.jpg,viktor vasnetsov,0.2892285714285714,13
Realism/pavel-fedotov_andrey-grigoriy-and-alexander-druzhinin.jpg,pavel fedotov,0.3123047619047619,20
Realism/henri-fantin-latour_daisies-1872.jpg,henri fantin latour,0.3661587301587302,27
Realism/john-singer-sargent_mrs-walter-bacon-virginia-purdy-barker-1896.jpg,john singer sargent,0.2903936507936508,14
Realism/jean-francois-millet_puy-de-dome.jpg,jean francois millet,0.2729809523809524,15
Realism/david-burliuk_an-actor-1938.jpg,david burliuk,0.2981365079365079,12
Impressionism/wilhelm-leibl_strickende-m-dchen-auf-der-ofenbank-1895.jpg,wilhelm leibl,0.30188253968253975,17
Realism/vincent-van-gogh_scheveningen-road-1882.jpg,vincent van gogh,0.27962539682539683,17
Realism/nicholas-roerich_skulls-1901.jpg,nicholas roerich,0.2866,10
Realism/vasily-surikov_fourth-ecumenical-council-of-chalcedon-1876.jpg,vasily surikov,0.26635555555555557,14
Realism/vasily-vereshchagin_letter-remained-unfinished-1901.jpg,vasily vereshchagin,0.2870412698412699,13
Realism/ivan-shishkin_pine-forest-1885-1.jpg,ivan shishkin,0.416752380952381,32
Realism/ivan-shishkin_pines-1892.jpg,ivan shishkin,0.30784761904761904,18
Realism/charles-francois-daubigny_the-banks-of-the-oise-1877.jpg,charles francois daubigny,0.29714285714285715,10
Realism/alexey-bogolyubov_view-of-moscow-from-the-house-of-g-i-chludov-1878.jpg,alexey bogolyubov,0.28950476190476193,15
Realism/thomas-eakins_anatomical-studies.jpg,thomas eakins,0.35565396825396817,24
Realism/vincent-van-gogh_vase-with-flowers.jpg,vincent van gogh,0.33355873015873017,18
Realism/vincent-van-gogh_still-life-with-scabiosa-and-ranunculus-1886.jpg,vincent van gogh,0.3115079365079365,20
Realism/john-singer-sargent_my-dining-room.jpg,john singer sargent,0.26926984126984127,8
Realism/vincent-van-gogh_church-pew-with-worshippers-1882(1).jpg,vincent van gogh,0.29265714285714284,11
Realism/james-tissot_in-church.jpg,james tissot,0.3297047619047619,22
Realism/isaac-levitan_at-twilight-river-istra-1885.jpg,isaac levitan,0.30932063492063483,18
Impressionism/theo-van-rysselberghe_spaarnwoude-island-1883.jpg,theo van rysselberghe,0.26082222222222223,9
Realism/vincent-van-gogh_still-life-with-basket-of-apples-1885.jpg,vincent van gogh,0.3496000000000001,24
Realism/boris-kustodiev_portrait-of-elizabeth-pushkina.jpg,boris kustodiev,0.27366349206349205,11
Realism/odilon-redon_wildflowers-in-a-long-necked-vase.jpg,odilon redon,0.32843809523809525,20
Realism/john-singer-sargent_mrs-ernest-g-raphael-florence-cecilia-sassoon-1905.jpg,john singer sargent,0.2949047619047619,14
Realism/vasily-vereshchagin_retired-butler-1888.jpg,vasily vereshchagin,0.3482126984126985,23
Realism/william-adolphe-bouguereau_psyche-and-amour-1889.jpg,william adolphe bouguereau,0.39105714285714294,32
Realism/mihaly-munkacsy_milton-1878.jpg,mihaly munkacsy,0.2893746031746032,16
Realism/ivan-shishkin_cape-ai-todor-crimea-1879.jpg,ivan shishkin,0.2876539682539683,11
Realism/ilya-repin_street-in-tiflis-1881.jpg,ilya repin,0.28487936507936507,16
Realism/henri-fantin-latour_vase-of-peonies-1875.jpg,henri fantin latour,0.3913619047619048,33
Realism/vincent-van-gogh_the-potato-eaters-1885-1.jpg,vincent van gogh,0.26993333333333336,10
Realism/ilya-repin_zaporozhets.jpg,ilya repin,0.284615873015873,14
Realism/ivan-kramskoy_portrait-of-the-photographer-andrey-denier-1883.jpg,ivan kramskoy,0.28895873015873014,13
Realism/volodymyr-orlovsky_sunset-over-the-river-1890.jpg,volodymyr orlovsky,0.28094920634920634,12
Realism/camille-corot_the-bridge-at-nantes-1870.jpg,camille corot,0.24963809523809524,7
Realism/isaac-levitan_landscare-distant-view.jpg,isaac levitan,0.2715904761904762,12
Realism/arkhip-kuindzhi_forgotten-village-1873.jpg,arkhip kuindzhi,0.31802857142857144,20
Realism/vasily-surikov_the-good-samaritan-1874.jpg,vasily surikov,0.2645174603174603,7
Realism/john-singer-sargent_nude-1.jpg,john singer sargent,0.3204349206349207,20
Realism/vasily-surikov_wanderer.jpg,vasily surikov,0.33718730158730154,23
Realism/vasily-perov_shy-girl-study-for-the-painting-the-janitor-who-gives-an-apartment-to-her-mistress-1864.jpg,vasily perov,0.29169206349206345,10
Realism/edgar-degas_a-roman-beggar-woman-1857.jpg,edgar degas,0.28633333333333333,16
Impressionism/vasily-surikov_maria-s-head.jpg,vasily surikov,0.2858761904761905,11
Realism/vasily-surikov_head-of-khakasy-1893.jpg,vasily surikov,0.2849047619047619,18
Impressionism/frederic-remington_what-an-unbranded-cow-has-cost-1895.jpg,frederic remington,0.29255238095238095,14
Realism/vasily-perov_court-pugacheva-1875.jpg,vasily perov,0.30298095238095235,20
Realism/vincent-van-gogh_still-life-with-clogs-and-pots-1884.jpg,vincent van gogh,0.3519809523809523,26
Realism/theodore-rousseau_not_detected_198951.jpg,theodore rousseau,0.305384126984127,15
Realism/pyotr-konchalovsky_in-the-cathedral-of-yuryev-abbot-bessarion-1926.jpg,pyotr konchalovsky,0.25386349206349207,5
Realism/thomas-eakins_mrs-richard-day.jpg,thomas eakins,0.32353650793650796,23
Realism/camille-corot_the-lac-de-nemi.jpg,camille corot,0.282015873015873,13
Realism/ilya-repin_n-wentzell-1879.jpg,ilya repin,0.2865333333333333,9
Realism/edouard-manet_polichinelle-1873.jpg,edouard manet,0.27898730158730156,9
Realism/aleksey-savrasov_type-in-the-swiss-alps-mount-small-ruhen-1862.jpg,aleksey savrasov,0.3292349206349206,23
Realism/vasily-polenov_what-people-think-about-me.jpg,vasily polenov,0.25524761904761906,11
Realism/vladimir-makovsky_at-the-boulevard-1887.jpg,vladimir makovsky,0.2556603174603175,6
Realism/vincent-van-gogh_woman-with-shawl-sewing-1883.jpg,vincent van gogh,0.3041936507936508,12
Realism/pyotr-konchalovsky_lilacs.jpg,pyotr konchalovsky,0.34466031746031744,26
Realism/henry-herbert-la-thangue_study-of-the-bust-of-a-young-cornishwoman-with-a-window-behind.jpg,henry herbert la thangue,0.2754063492063492,13
Realism/camille-corot_marshy-pastures.jpg,camille corot,0.2937746031746032,14
Realism/edouard-manet_portrait-of-emile-zola-1868.jpg,edouard manet,0.293152380952381,17
Realism/henri-fantin-latour_flowers-roses-1883-1.jpg,henri fantin latour,0.34579365079365076,24
Realism/vincent-van-gogh_sien-s-mother-s-house-closer-view-1882.jpg,vincent van gogh,0.2924190476190476,12
Realism/camille-corot_voltarra-the-citadel-1834.jpg,camille corot,0.3166412698412699,20
Realism/arthur-segal_the-artist-in-the-studio.jpg,arthur segal,0.2857650793650794,14
Realism/vasily-surikov_head-of-girl-portrait-of-z-s-khaminova-1908.jpg,vasily surikov,0.27665079365079365,12
Realism/vincent-van-gogh_head-of-a-woman.jpg,vincent van gogh,0.3093174603174604,18
Realism/ivan-shishkin_alley-of-the-summer-garden-in-st-petersburg-1869.jpg,ivan shishkin,0.2652253968253968,9
Realism/vincent-van-gogh_two-hands-2.jpg,vincent van gogh,0.3003587301587302,18
Realism/ilya-repin_old-farmer-1885.jpg,ilya repin,0.2635079365079365,6
Realism/isaac-levitan_the-lake-eventide.jpg,isaac levitan,0.28566984126984124,12
Realism/vasily-perov_yaroslavna-s-lament-1881.jpg,vasily perov,0.2368603174603175,7
Realism/vincent-van-gogh_sien-sewing-half-figure-1883-1.jpg,vincent van gogh,0.29090793650793656,10
Realism/anders-zorn_way-to-the-church.jpg,anders zorn,0.29989206349206343,10
Realism/mikhail-nesterov_portrait-of-maxim-gorky-1901.jpg,mikhail nesterov,0.2961238095238095,13
Realism/isaac-levitan_spring-in-the-village.jpg,isaac levitan,0.28713968253968253,12
Realism/isaac-levitan_the-last-rays-of-the-sun-a-lake-1899.jpg,isaac levitan,0.28755238095238095,16
Realism/james-tissot_a-luncheon-1868.jpg,james tissot,0.26670158730158733,15
Realism/fyodor-vasilyev_peasant-s-house.jpg,fyodor vasilyev,0.34673015873015883,23
Realism/martin-johnson-heade_portrait-of-a-man-1840.jpg,martin johnson heade,0.30050158730158727,18
Realism/klavdy-lebedev_spat-on-the-terrace.jpg,klavdy lebedev,0.30105714285714286,16
Realism/frits-thaulow_in-the-elbank-hamburg.jpg,frits thaulow,0.2916063492063492,13
Realism/boris-kustodiev_portrait-of-vasily-vasilyevich-mate.jpg,boris kustodiev,0.29043492063492066,13
Realism/ilya-repin_admiralty-1869.jpg,ilya repin,0.29683809523809523,18
Realism/vincent-van-gogh_interior-with-peasant-woman-sewing-1885-2.jpg,vincent van gogh,0.3153269841269842,17
Realism/ivan-shishkin_forest-stream-1874.jpg,ivan shishkin,0.3340412698412698,18
Realism/ilya-repin_portrait-of-the-surgeon-nikolay-pirogov-1881.jpg,ilya repin,0.26470793650793656,3
Realism/pyotr-konchalovsky_blue-willows-1926.jpg,pyotr konchalovsky,0.2880920634920635,10
Realism/isaac-levitan_a-yard.jpg,isaac levitan,0.2806190476190476,8
Realism/julius-leblanc-stewart_portrait-of-laure-hayman-1882(1).jpg,julius leblanc stewart,0.32912063492063487,21
Realism/ivan-shishkin_pine-forest-1889.jpg,ivan shishkin,0.3167936507936508,20
Realism/john-singer-sargent_ena-and-betty-daughters-of-asher-and-mrs-wertheimer-1901.jpg,john singer sargent,0.32679365079365086,22
Realism/pyotr-konchalovsky_crimean-landscape-my-crimea-1947.jpg,pyotr konchalovsky,0.3311047619047619,22
Realism/ivan-kramskoy_self-portrait-1867.jpg,ivan kramskoy,0.3623079365079365,27
Realism/john-singer-sargent_gordon-greenough-1880.jpg,john singer sargent,0.3200507936507936,21
Realism/isaac-levitan_river-in-the-forest-autumn-at-river-istra-1886.jpg,isaac levitan,0.2922222222222222,16
Realism/ilya-repin_shiryaev-gully-on-the-volga-1870.jpg,ilya repin,0.2684380952380953,11
Realism/vasily-polenov_golden-tsarina-s-chamber-window-1877.jpg,vasily polenov,0.36047936507936496,31
